model_id,model_family,model_name,dataset_type,feature_count,features,params,selected_flag,notes,train_auc,train_gini,train_ks,train_pr_auc,train_log_loss,train_brier_score,train_accuracy,train_precision,train_recall,train_f1,train_true_negative,train_false_positive,train_false_negative,train_true_positive,train_threshold,validation_auc,validation_gini,validation_ks,validation_pr_auc,validation_log_loss,validation_brier_score,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_true_negative,validation_false_positive,validation_false_negative,validation_true_positive,validation_threshold,validation_auc_increment,validation_max_vif,validation_vif_flag,validation_num_features_above_vif_threshold,validation_auc_train_validation_gap
BNB005,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.1, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.853456389561807,0.706912779123614,0.5499843668624345,0.3710959356642517,0.3452088286975677,0.07581096810201692,0.908896177789678,0.37030558699454674,0.5137025406794177,0.43037369207772797,91447,6120,3407,3599,0.5,0.8587052486105435,0.7174104972210871,0.5678471334950026,0.38268074924853634,0.33962219060046095,0.07510504183986967,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
BNB006,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.1, 'fit_prior': False}",False,bernoulli_nb_alpha_fit_prior_grid,0.853456389561807,0.706912779123614,0.5499843668624345,0.3710959356642517,0.5888599404356818,0.13360747581713953,0.8296787889799471,0.23818754543251758,0.7015415358264345,0.3556311276726602,81847,15720,2091,4915,0.5,0.8587052486105435,0.7174104972210871,0.5678471334950026,0.38268074924853634,0.5833644342884237,0.13222665400819214,0.8312247584621907,0.24129325014180375,0.7082917082917083,0.3599593839905229,35126,6688,876,2127,0.5,,,,,
BNB007,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.25, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534563485994492,0.7069126971988984,0.5499748738360111,0.3710934359190551,0.34519592890375456,0.07580887242802425,0.908896177789678,0.37030558699454674,0.5137025406794177,0.43037369207772797,91447,6120,3407,3599,0.5,0.858707096223239,0.7174141924464781,0.5678471334950026,0.3826791776442519,0.3396096246281849,0.0751030199355641,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
BNB008,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.25, 'fit_prior': False}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534563485994492,0.7069126971988984,0.5499748738360111,0.3710934359190551,0.5888289249715207,0.1336002898130083,0.8296787889799471,0.23818754543251758,0.7015415358264345,0.3556311276726602,81847,15720,2091,4915,0.5,0.858707096223239,0.7174141924464781,0.5678471334950026,0.3826791776442519,0.5833338744543448,0.13221958805003955,0.8312470714237901,0.24132062627637849,0.7082917082917083,0.35998984513835997,35127,6687,876,2127,0.5,,,,,
BNB009,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.5, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534595597557135,0.706919119511427,0.5500876168741284,0.37109253356437477,0.34517443480909954,0.0758053788452414,0.908896177789678,0.37030558699454674,0.5137025406794177,0.43037369207772797,91447,6120,3407,3599,0.5,0.858707382921761,0.7174147658435219,0.5679188798000678,0.3826864692885153,0.33958868660087965,0.07509964943784458,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
BNB010,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 0.5, 'fit_prior': False}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534595597557135,0.706919119511427,0.5500876168741284,0.37109253356437477,0.5887772178946509,0.1335883094181332,0.8296787889799471,0.23818754543251758,0.7015415358264345,0.3556311276726602,81847,15720,2091,4915,0.5,0.858707382921761,0.7174147658435219,0.5679188798000678,0.3826864692885153,0.5832829263283386,0.13220780765755324,0.8312470714237901,0.24132062627637849,0.7082917082917083,0.35998984513835997,35127,6687,876,2127,0.5,,,,,
BNB011,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 1.0, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534631585914356,0.7069263171828712,0.5498416320636905,0.37108880642347175,0.34513146743618295,0.07579838871465694,0.9089153031853346,0.3704084782385019,0.5138452754781616,0.4304932735426009,91448,6119,3406,3600,0.5,0.8587092225706088,0.7174184451412176,0.5679179480298723,0.3826821652098104,0.33954683023236293,0.07509290598226415,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
BNB012,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 1.0, 'fit_prior': False}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534631585914356,0.7069263171828712,0.5498416320636905,0.37108880642347175,0.5886737490242774,0.13356433471883342,0.8296692262821187,0.23817600310137624,0.7015415358264345,0.3556182620649736,81846,15721,2091,4915,0.5,0.8587092225706088,0.7174184451412176,0.5679179480298723,0.3826821652098104,0.5831809737385419,0.13218423268815802,0.8312247584621907,0.24129325014180375,0.7082917082917083,0.3599593839905229,35126,6688,876,2127,0.5,,,,,
BNB013,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 2.0, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534698471592902,0.7069396943185804,0.5500451067243657,0.3710890693364827,0.34504561561880626,0.07578439665507913,0.908924865883163,0.3704465939493723,0.5138452754781616,0.43051901458981107,91449,6118,3406,3600,0.5,0.8587134991568914,0.7174269983137829,0.5678222862897851,0.38268649826947554,0.33946319593348245,0.07507940926486091,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
BNB014,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 2.0, 'fit_prior': False}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534698471592902,0.7069396943185804,0.5500451067243657,0.3710890693364827,0.5884665934139811,0.13351633003404986,0.8296405381886338,0.23814138281893502,0.7015415358264345,0.3555796708265509,81843,15724,2091,4915,0.5,0.8587134991568914,0.7174269983137829,0.5678222862897851,0.38268649826947554,0.582976844280006,0.13213702639073033,0.8312247584621907,0.24129325014180375,0.7082917082917083,0.3599593839905229,35126,6688,876,2127,0.5,,,,,
BNB015,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+","{'alpha': 5.0, 'fit_prior': True}",False,bernoulli_nb_alpha_fit_prior_grid,0.8534804739652602,0.7069609479305203,0.5499418567126717,0.37111125776729603,0.34478871694345614,0.07574232734493831,0.9089631166744762,0.3705991352686844,0.5138452754781616,0.430622009569378,91453,6114,3406,3600,0.5,0.8587268943489348,0.7174537886978696,0.5677284403070025,0.3827214214095096,0.3392129144889752,0.07503884137569573,0.9093201240600665,0.37293413173652695,0.5184815184815185,0.43382557815547507,39196,2618,1446,1557,0.5,,,,,
