model_id,split,top_population_pct,top_bucket_bad_rate,top_bucket_default_capture,top_bucket_avg_pd,row_count
BNB017,validation,0.05,0.471875,0.351981351981352,0.9871732294094419,2240
BNB017,validation,0.1,0.3624191028788217,0.5407925407925408,0.8427810696816301,4481
BNB017,validation,0.2,0.2385362043958496,0.7119547119547119,0.5034744066727544,8963
BNB018,train,0.05,0.46920428462127006,0.35012846131886954,0.9989734338815457,5228
BNB018,train,0.1,0.3580376781103567,0.5343990864972881,0.982022147149201,10457
BNB018,train,0.2,0.23587070861623793,0.7041107622038253,0.8357416402435798,20914
BNB018,validation,0.05,0.471875,0.351981351981352,0.9990463162437404,2240
BNB018,validation,0.1,0.3624191028788217,0.5407925407925408,0.982147693831809,4481
BNB018,validation,0.2,0.2385362043958496,0.7119547119547119,0.8353728130732536,8963
CAT001,train,0.05,0.5021040550879877,0.37467884670282614,0.49738674317204906,5228
CAT001,train,0.1,0.3726690255331357,0.55623751070511,0.3647019932540767,10457
CAT001,train,0.2,0.24524242134455387,0.7320867827576363,0.23851766174887523,20914
CAT001,validation,0.05,0.48839285714285713,0.3643023643023643,0.4981376530552122,2240
CAT001,validation,0.1,0.374693148850703,0.5591075591075592,0.3654453648641544,4481
CAT001,validation,0.2,0.24679236862657591,0.7365967365967366,0.23897461605895298,8963
CAT002,train,0.05,0.5118592195868401,0.3819583214387668,0.497382685671097,5228
CAT002,train,0.1,0.37735488189729366,0.5632315158435627,0.36585779946149205,10457
CAT002,train,0.2,0.24677249689203404,0.7366542963174422,0.23967604758843358,20914
CAT002,validation,0.05,0.48839285714285713,0.3643023643023643,0.498285616443335,2240
CAT002,validation,0.1,0.3758089712117831,0.5607725607725608,0.36687815887979097,4481
CAT002,validation,0.2,0.24668079883967423,0.7362637362637363,0.2402489677679775,8963
CAT003,train,0.05,0.5021040550879877,0.37467884670282614,0.4958871915876756,5228
CAT003,train,0.1,0.3719039877593956,0.5550956323151585,0.3644781792621987,10457
CAT003,train,0.2,0.24538586592713016,0.7325149871538681,0.23833876962520817,20914
CAT003,validation,0.05,0.48973214285714284,0.3653013653013653,0.4973822077179047,2240
CAT003,validation,0.1,0.375139477795135,0.5597735597735598,0.3658175642539022,4481
CAT003,validation,0.2,0.24746178734798616,0.7385947385947386,0.23901759858355534,8963
CAT004,train,0.05,0.500956388676358,0.37382243791036257,0.49433589426665175,5228
CAT004,train,0.1,0.37046954193363296,0.5529546103339994,0.36331680370771097,10457
CAT004,train,0.2,0.24466864301424882,0.7303739651727091,0.23766449056972258,20914
CAT004,validation,0.05,0.49107142857142855,0.3663003663003663,0.4956719791335258,2240
CAT004,validation,0.1,0.37647846462843115,0.5617715617715617,0.36446108570828023,4481
CAT004,validation,0.2,0.24779649670869128,0.7395937395937396,0.23828160893526243,8963
EASTACK001,train,0.05,0.48967100229533284,0.3654010847844705,0.5524314620127618,5228
EASTACK001,train,0.1,0.36167160753562205,0.5398230088495575,0.4501752568537699,10457
EASTACK001,train,0.2,0.2394090083197858,0.7146731373108763,0.3174617168218807,20914
EASTACK001,validation,0.05,0.484375,0.3613053613053613,0.5526390532653778,2240
EASTACK001,validation,0.1,0.36777505021200624,0.5487845487845487,0.45080926795066223,4481
EASTACK001,validation,0.2,0.24210643757670422,0.7226107226107226,0.31777927866054645,8963
ET001,train,0.05,0.45313695485845445,0.3381387382243791,0.2118432846667436,5228
ET001,train,0.1,0.31691689777182747,0.4730231230373965,0.18306472060938686,10457
ET001,train,0.2,0.21822702495935736,0.6514416214673138,0.15573323240303436,20914
ET001,validation,0.05,0.46205357142857145,0.34465534465534464,0.2128874608467076,2240
ET001,validation,0.1,0.3231421557688016,0.4821844821844822,0.18337395327031228,4481
ET001,validation,0.2,0.22012718955706795,0.657009657009657,0.15580182340503929,8963
ET002,train,0.05,0.47169089517980106,0.3519840137025407,0.24925509523240078,5228
ET002,train,0.1,0.3352778043415894,0.5004282043962318,0.20919601159193188,10457
ET002,train,0.2,0.2239169934015492,0.6684270625178419,0.1730737904726144,20914
ET002,validation,0.05,0.4767857142857143,0.35564435564435565,0.25003742737114865,2240
ET002,validation,0.1,0.33898683329613927,0.5058275058275058,0.20925029413234614,4481
ET002,validation,0.2,0.22670980698426865,0.6766566766566766,0.1730865348222295,8963
ET003,train,0.05,0.47628156082631984,0.35540964887239507,0.2800991290179417,5228
ET003,train,0.1,0.34684900066940805,0.5176991150442478,0.22962916612096393,10457
