model_id,split,threshold,approval_rate,rejection_rate,approved_bad_rate,rejected_bad_rate,captured_bad_share_rejected,avg_approved_pd,avg_rejected_pd
BLOG001,validation,0.78,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.79,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.8,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.81,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.82,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.83,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.84,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.85,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.86,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.87,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.88,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.89,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.9,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.91,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.92,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.93,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.94,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.95,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.96,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.97,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.98,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG001,validation,0.99,1.0,0.0,0.06700582368297744,,0.0,0.06716359258703701,
BLOG002,train,0.01,0.0,1.0,,0.06699626098514913,1.0,,0.06699626098514914
BLOG002,train,0.02,0.24520669771355894,0.754793302286441,0.011933546525232042,0.08488426600448493,0.9563231515843562,0.013353149377867116,0.08442308527261447
BLOG002,train,0.03,0.48794621938741356,0.5120537806125864,0.01583506447693333,0.11574878144433862,0.8846702826149015,0.017695371723482126,0.11397605771448638
BLOG002,train,0.04,0.6092777294330276,0.39072227056697234,0.01855165269799416,0.14253897550111358,0.8312874678846702,0.02045268689101409,0.1395745737151161
BLOG002,train,0.05,0.7117994128503533,0.28820058714964664,0.022811849264458926,0.17612316676620876,0.7576363117328004,0.024677681011582728,0.17151492514111227
BLOG002,train,0.06,0.7117994128503533,0.28820058714964664,0.022811849264458926,0.17612316676620876,0.7576363117328004,0.024677681011582728,0.17151492514111227
BLOG002,train,0.07,0.7139988333508649,0.28600116664913505,0.023304091609187706,0.17607329142704292,0.7516414501855553,0.02481505497728798,0.17230118764614133
BLOG002,train,0.08,0.7139988333508649,0.28600116664913505,0.023304091609187706,0.17607329142704292,0.7516414501855553,0.02481505497728798,0.17230118764614133
BLOG002,train,0.09,0.8006368756753656,0.19936312432463446,0.029979098238280082,0.21565617805065235,0.6417356551527262,0.031400378994739665,0.2099483532552486
BLOG002,train,0.1,0.8006368756753656,0.19936312432463446,0.029979098238280082,0.21565617805065235,0.6417356551527262,0.031400378994739665,0.2099483532552486
BLOG002,train,0.11,0.803199678693353,0.19680032130664704,0.030478730370388007,0.21603498542274052,0.6345989152155296,0.031632945407463385,0.21132429622890817
BLOG002,train,0.12,0.9340938865672783,0.06590611343272164,0.043549922707588985,0.3993035403366222,0.3928061661433057,0.043683721578786514,0.39740719565620364
BLOG002,train,0.13,0.9358438602698593,0.06415613973014067,0.04382612605248099,0.40497838724101953,0.38781044818726806,0.04383807969899358,0.40480401972539787
BLOG002,train,0.14,0.9358438602698593,0.06415613973014067,0.04382612605248099,0.40497838724101953,0.38781044818726806,0.04383807969899358,0.40480401972539787
BLOG002,train,0.15,0.9359777380394557,0.06402226196054431,0.043881158176505446,0.4049290515309933,0.38695403939480444,0.04385234173333015,0.40535033544811244
BLOG002,train,0.16,0.9385214156617865,0.061478584338213495,0.04443470818389306,0.4114170166433349,0.37753354267770484,0.04414636677756485,0.4158187865893103
BLOG002,train,0.17,0.9385214156617865,0.061478584338213495,0.04443470818389306,0.4114170166433349,0.37753354267770484,0.04414636677756485,0.4158187865893103
BLOG002,train,0.18,0.9385214156617865,0.061478584338213495,0.04443470818389306,0.4114170166433349,0.37753354267770484,0.04414636677756485,0.4158187865893103
BLOG002,train,0.19,0.9388178592944642,0.06118214070553585,0.044532722179781006,0.4116911534854642,0.3759634598915216,0.0441916223933318,0.4169252065543375
BLOG002,train,0.2,0.9388178592944642,0.06118214070553585,0.044532722179781006,0.4116911534854642,0.3759634598915216,0.0441916223933318,0.4169252065543375
BLOG002,train,0.21,0.9389421743662322,0.0610578256337678,0.04462867152808897,0.41096319498825373,0.3745361119040822,0.0442132274258915,0.41735185990705814
BLOG002,train,0.22,0.9389421743662322,0.0610578256337678,0.04462867152808897,0.41096319498825373,0.3745361119040822,0.0442132274258915,0.41735185990705814
BLOG002,train,0.23,0.9575224962466411,0.042477503753358896,0.04879607713894798,0.47726249437190454,0.3025977733371396,0.04766995872456224,0.5026473126859206
BLOG002,train,0.24,0.9575224962466411,0.042477503753358896,0.04879607713894798,0.47726249437190454,0.3025977733371396,0.04766995872456224,0.5026473126859206
BLOG002,train,0.25,0.957704187505379,0.042295812494620985,0.04891662506240639,0.47637350214786345,0.3007422209534685,0.04770748411636833,0.5037520835961369
BLOG002,train,0.26,0.957704187505379,0.042295812494620985,0.04891662506240639,0.47637350214786345,0.3007422209534685,0.04770748411636833,0.5037520835961369
BLOG002,train,0.27,0.957704187505379,0.042295812494620985,0.04891662506240639,0.47637350214786345,0.3007422209534685,0.04770748411636833,0.5037520835961369
BLOG002,train,0.28,0.957704187505379,0.042295812494620985,0.04891662506240639,0.47637350214786345,0.3007422209534685,0.04770748411636833,0.5037520835961369
BLOG002,train,0.29,0.9579432549510868,0.0420567450489132,0.04902420763663589,0.4763528876762165,0.2990294033685412,0.04776730639352066,0.5049818285650451
BLOG002,train,0.3,0.9579432549510868,0.0420567450489132,0.04902420763663589,0.4763528876762165,0.2990294033685412,0.04776730639352066,0.5049818285650451
BLOG002,train,0.31,0.9579432549510868,0.0420567450489132,0.04902420763663589,0.4763528876762165,0.2990294033685412,0.04776730639352066,0.5049818285650451
BLOG002,train,0.32,0.9584309525403307,0.04156904745966932,0.04924869794264961,0.47619047619047616,0.2954610333999429,0.04790336641898804,0.50720892507258
BLOG002,train,0.33,0.9584309525403307,0.04156904745966932,0.04924869794264961,0.47619047619047616,0.2954610333999429,0.04790336641898804,0.50720892507258
BLOG002,train,0.34,0.9584309525403307,0.04156904745966932,0.04924869794264961,0.47619047619047616,0.2954610333999429,0.04790336641898804,0.50720892507258
BLOG002,train,0.35,0.9624855364195347,0.03751446358046532,0.05064083457526081,0.4866173846546011,0.27248073080216956,0.04913411907601333,0.5252742582205604
BLOG002,train,0.36,0.9624855364195347,0.03751446358046532,0.05064083457526081,0.4866173846546011,0.27248073080216956,0.04913411907601333,0.5252742582205604
BLOG002,train,0.37,0.9624855364195347,0.03751446358046532,0.05064083457526081,0.4866173846546011,0.27248073080216956,0.04913411907601333,0.5252742582205604
BLOG002,train,0.38,0.9624855364195347,0.03751446358046532,0.05064083457526081,0.4866173846546011,0.27248073080216956,0.04913411907601333,0.5252742582205604
BLOG002,train,0.39,0.9624855364195347,0.03751446358046532,0.05064083457526081,0.4866173846546011,0.27248073080216956,0.04913411907601333,0.5252742582205604
