model_id,split,top_population_share,top_population_count,overall_default_rate,top_group_default_rate,top_group_default_count,default_capture_share,lift_vs_overall
BLOG001,validation,0.48,21512,0.06700582368297744,0.11760877649683897,2530,0.8424908424908425,1.7552023097765008
BLOG001,validation,0.49,21960,0.06700582368297744,0.11598360655737705,2547,0.8481518481518482,1.7309481502104451
BLOG001,validation,0.5,22408,0.06700582368297744,0.11428953945019636,2561,0.8528138528138528,1.705665764082401
BLOG002,validation,0.01,448,0.06700582368297744,0.6339285714285714,284,0.09457209457209458,9.460798130440986
BLOG002,validation,0.02,896,0.06700582368297744,0.5625,504,0.16783216783216784,8.394792707292707
BLOG002,validation,0.03,1344,0.06700582368297744,0.5096726190476191,685,0.2281052281052281,7.606392863089292
BLOG002,validation,0.04,1792,0.06700582368297744,0.46763392857142855,838,0.27905427905427904,6.979004254673897
BLOG002,validation,0.05,2240,0.06700582368297744,0.4392857142857143,984,0.3276723276723277,6.555933352361923
BLOG002,validation,0.06,2689,0.06700582368297744,0.41651171439196727,1120,0.372960372960373,6.216052448852746
BLOG002,validation,0.07,3137,0.06700582368297744,0.38731271915843163,1215,0.4045954045954046,5.780284427080729
BLOG002,validation,0.08,3585,0.06700582368297744,0.3567642956764296,1279,0.4259074259074259,5.324377435674507
BLOG002,validation,0.09,4033,0.06700582368297744,0.33225886436895613,1340,0.4462204462204462,4.958656518289546
BLOG002,validation,0.1,4481,0.06700582368297744,0.3128765900468645,1402,0.4668664668664669,4.669393984725383
BLOG002,validation,0.11,4929,0.06700582368297744,0.2960032460945425,1459,0.4858474858474858,4.417574918487882
BLOG002,validation,0.12,5378,0.06700582368297744,0.28281889178133135,1521,0.5064935064935064,4.220810613707601
BLOG002,validation,0.13,5826,0.06700582368297744,0.2686234122897357,1565,0.5211455211455212,4.008956199996365
BLOG002,validation,0.14,6274,0.06700582368297744,0.25964297099139305,1629,0.5424575424575424,3.8749314122281926
BLOG002,validation,0.15,6722,0.06700582368297744,0.249925617375781,1680,0.5594405594405595,3.729908889087705
BLOG002,validation,0.16,7170,0.06700582368297744,0.24086471408647142,1727,0.575091575091575,3.594683280457339
BLOG002,validation,0.17,7618,0.06700582368297744,0.23523234444736152,1792,0.5967365967365967,3.510625368330803
BLOG002,validation,0.18,8067,0.06700582368297744,0.2280897483575059,1840,0.6127206127206127,3.4040287219907897
BLOG002,validation,0.19,8515,0.06700582368297744,0.22290076335877862,1898,0.6320346320346321,3.326587915900893
BLOG002,validation,0.2,8963,0.06700582368297744,0.2180073636059355,1954,0.6506826506826506,3.2535584464626077
BLOG002,validation,0.21,9411,0.06700582368297744,0.21209223249389011,1996,0.6646686646686647,3.165280580645579
BLOG002,validation,0.22,9859,0.06700582368297744,0.2061060959529364,2032,0.6766566766566766,3.0759430244165005
BLOG002,validation,0.23,10307,0.06700582368297744,0.20044629863199767,2066,0.687978687978688,2.9914757794839293
BLOG002,validation,0.24,10756,0.06700582368297744,0.19458906656749722,2093,0.696969696969697,2.9040620034483924
