model_id,split,threshold,predicted_0_count,predicted_1_count,predicted_1_share,actual_1_count,true_positive_count,false_positive_count,false_negative_count,true_negative_count
BLOG004,validation,0.2,41639,3178,0.07091059196287124,3003,1335,1843,1668,39971
BLOG004,validation,0.21,41668,3149,0.07026351607648883,3003,1327,1822,1676,39992
BLOG004,validation,0.22,41896,2921,0.06517616083182722,3003,1271,1650,1732,40164
BLOG004,validation,0.23,41931,2886,0.06439520717584846,3003,1260,1626,1743,40188
BLOG004,validation,0.24,41937,2880,0.0642613294062521,3003,1260,1620,1743,40194
BLOG004,validation,0.25,42251,2566,0.05725505946404266,3003,1157,1409,1846,40405
BLOG004,validation,0.26,42646,2171,0.048441439632282396,3003,1044,1127,1959,40687
BLOG004,validation,0.27,42669,2148,0.04792824151549635,3003,1040,1108,1963,40706
BLOG004,validation,0.28,42721,2096,0.04676796751232791,3003,1018,1078,1985,40736
BLOG004,validation,0.29,42731,2086,0.04654483789633398,3003,1014,1072,1989,40742
BLOG004,validation,0.3,42750,2067,0.046120891625945515,3003,1003,1064,2000,40750
BLOG004,validation,0.31,42824,1993,0.04446973246759042,3003,977,1016,2026,40798
BLOG004,validation,0.32,42829,1988,0.04435816765959346,3003,975,1013,2028,40801
BLOG004,validation,0.33,43053,1764,0.03936006426132941,3003,912,852,2091,40962
BLOG004,validation,0.34,43058,1759,0.03924849945333244,3003,910,849,2093,40965
BLOG004,validation,0.35,43103,1714,0.03824441618135975,3003,896,818,2107,40996
BLOG004,validation,0.36,43178,1639,0.03657094406140527,3003,859,780,2144,41034
BLOG004,validation,0.37,43270,1547,0.03451815159426111,3003,818,729,2185,41085
BLOG004,validation,0.38,43310,1507,0.03362563313028538,3003,805,702,2198,41112
BLOG004,validation,0.39,43319,1498,0.033424816475890844,3003,802,696,2201,41118
BLOG004,validation,0.4,43329,1488,0.03320168685989691,3003,795,693,2208,41121
BLOG004,validation,0.41,43387,1430,0.031907535087132115,3003,772,658,2231,41156
BLOG004,validation,0.42,43544,1273,0.0284044001160274,3003,717,556,2286,41258
BLOG004,validation,0.43,43553,1264,0.02820358346163286,3003,715,549,2288,41265
BLOG004,validation,0.44,43576,1241,0.027690385344846823,3003,697,544,2306,41270
BLOG004,validation,0.45,43625,1192,0.02659705022647656,3003,676,516,2327,41298
BLOG004,validation,0.46,43733,1084,0.024187250373742107,3003,633,451,2370,41363
