split,model_id,reference_risk_band,risk_band,applicant_count,total_applicants,applicant_pct
validation,NN010,Low Risk,Medium Risk,2173,44817,0.04848606555548118
validation,NN010,Low Risk,High Risk,198,44817,0.004417966396679831
validation,NN010,Low Risk,Very High Risk,1,44817,2.2312961599393088e-05
validation,NN010,Medium Risk,Low Risk,2369,44817,0.052859406028962226
validation,NN010,Medium Risk,Medium Risk,9440,44817,0.21063435749827075
validation,NN010,Medium Risk,High Risk,1560,44817,0.034808220095053216
validation,NN010,Medium Risk,Very High Risk,15,44817,0.00033469442399089634
validation,NN010,High Risk,Low Risk,3,44817,6.693888479817926e-05
validation,NN010,High Risk,Medium Risk,1829,44817,0.04081040676528996
validation,NN010,High Risk,High Risk,10373,44817,0.2314523506705045
validation,NN010,High Risk,Very High Risk,1296,44817,0.02891759823281344
validation,NN010,High Risk,Extreme Risk,5,44817,0.00011156480799696544
validation,NN010,Very High Risk,Medium Risk,3,44817,6.693888479817926e-05
validation,NN010,Very High Risk,High Risk,1313,44817,0.029296918580003124
validation,NN010,Very High Risk,Very High Risk,5136,44817,0.1145993707744829
validation,NN010,Very High Risk,Extreme Risk,271,44817,0.006046812593435527
validation,NN010,Extreme Risk,High Risk,1,44817,2.2312961599393088e-05
validation,NN010,Extreme Risk,Very High Risk,275,44817,0.006136064439833099
validation,NN010,Extreme Risk,Extreme Risk,1965,44817,0.043844969542807415
validation,NN011,Low Risk,Low Risk,6912,44817,0.15422719057500503
validation,NN011,Low Risk,Medium Risk,2044,44817,0.04560769350915947
validation,NN011,Low Risk,High Risk,7,44817,0.0001561907311957516
validation,NN011,Medium Risk,Low Risk,1941,44817,0.04330945846442198
validation,NN011,Medium Risk,Medium Risk,10145,44817,0.22636499542584287
validation,NN011,Medium Risk,High Risk,1297,44817,0.028939911194412835
validation,NN011,Medium Risk,Very High Risk,1,44817,2.2312961599393088e-05
validation,NN011,High Risk,Low Risk,107,44817,0.0023874868911350606
validation,NN011,High Risk,Medium Risk,1235,44817,0.027556507575250463
validation,NN011,High Risk,High Risk,11096,44817,0.2475846219068657
validation,NN011,High Risk,Very High Risk,1068,44817,0.02383024298815182
validation,NN011,Very High Risk,Low Risk,3,44817,6.693888479817926e-05
validation,NN011,Very High Risk,Medium Risk,21,44817,0.00046857219358725484
validation,NN011,Very High Risk,High Risk,1036,44817,0.02311622821697124
validation,NN011,Very High Risk,Very High Risk,5335,44817,0.11903965013276212
validation,NN011,Very High Risk,Extreme Risk,328,44817,0.007318651404600932
validation,NN011,Extreme Risk,High Risk,9,44817,0.00020081665439453778
validation,NN011,Extreme Risk,Very High Risk,319,44817,0.007117834750206395
validation,NN011,Extreme Risk,Extreme Risk,1913,44817,0.042684695539638974
validation,NN012,Low Risk,Low Risk,7730,44817,0.17247919316330856
validation,NN012,Low Risk,Medium Risk,1228,44817,0.027400316844054712
validation,NN012,Low Risk,High Risk,5,44817,0.00011156480799696544
validation,NN012,Medium Risk,Low Risk,1212,44817,0.02704330945846442
validation,NN012,Medium Risk,Medium Risk,10855,44817,0.24220719816141195
validation,NN012,Medium Risk,High Risk,1317,44817,0.029386170426400696
validation,NN012,High Risk,Low Risk,18,44817,0.00040163330878907556
validation,NN012,High Risk,Medium Risk,1346,44817,0.030033246312783094
validation,NN012,High Risk,High Risk,11048,44817,0.24651359975009482
validation,NN012,High Risk,Very High Risk,1094,44817,0.02441037998973604
validation,NN012,Very High Risk,Low Risk,3,44817,6.693888479817926e-05
validation,NN012,Very High Risk,Medium Risk,14,44817,0.0003123814623915032
validation,NN012,Very High Risk,High Risk,1070,44817,0.023874868911350603
validation,NN012,Very High Risk,Very High Risk,5270,44817,0.11758930762880157
validation,NN012,Very High Risk,Extreme Risk,366,44817,0.00816654394537787
validation,NN012,Extreme Risk,Medium Risk,2,44817,4.4625923198786177e-05
validation,NN012,Extreme Risk,High Risk,5,44817,0.00011156480799696544
validation,NN012,Extreme Risk,Very High Risk,359,44817,0.008010353214182118
validation,NN012,Extreme Risk,Extreme Risk,1875,44817,0.04183680299886204
validation,NN013,Low Risk,Low Risk,7473,44817,0.16674476203226454
validation,NN013,Low Risk,Medium Risk,1483,44817,0.03309012205189995
validation,NN013,Low Risk,High Risk,7,44817,0.0001561907311957516
validation,NN013,Medium Risk,Low Risk,1481,44817,0.03304549612870116
validation,NN013,Medium Risk,Medium Risk,10772,44817,0.24035522234866233
validation,NN013,Medium Risk,High Risk,1131,44817,0.02523595956891358
validation,NN013,High Risk,Low Risk,7,44817,0.0001561907311957516
validation,NN013,High Risk,Medium Risk,1187,44817,0.026485485418479594
validation,NN013,High Risk,High Risk,11334,44817,0.25289510676752125
validation,NN013,High Risk,Very High Risk,978,44817,0.02182207644420644
validation,NN013,Very High Risk,Low Risk,2,44817,4.4625923198786177e-05
validation,NN013,Very High Risk,Medium Risk,3,44817,6.693888479817926e-05
validation,NN013,Very High Risk,High Risk,968,44817,0.02159894682821251
validation,NN013,Very High Risk,Very High Risk,5448,44817,0.12156101479349354
validation,NN013,Very High Risk,Extreme Risk,302,44817,0.006738514403016712
validation,NN013,Extreme Risk,High Risk,5,44817,0.00011156480799696544
validation,NN013,Extreme Risk,Very High Risk,297,44817,0.006626949595019747
validation,NN013,Extreme Risk,Extreme Risk,1939,44817,0.043264832541223194
validation,NN014,Low Risk,Low Risk,7050,44817,0.15730637927572128
validation,NN014,Low Risk,Medium Risk,1913,44817,0.042684695539638974
validation,NN014,Medium Risk,Low Risk,1822,44817,0.04065421603409421
validation,NN014,Medium Risk,Medium Risk,9789,44817,0.21842158109645893
validation,NN014,Medium Risk,High Risk,1773,44817,0.03956088091572394
validation,NN014,High Risk,Low Risk,91,44817,0.002030479505544771
validation,NN014,High Risk,Medium Risk,1706,44817,0.038065912488564606
validation,NN014,High Risk,High Risk,10589,44817,0.2362719503759734
validation,NN014,High Risk,Very High Risk,1120,44817,0.02499051699132026
validation,NN014,Very High Risk,Medium Risk,37,44817,0.0008255795791775443
validation,NN014,Very High Risk,High Risk,1080,44817,0.024097998527344535
validation,NN014,Very High Risk,Very High Risk,5314,44817,0.11857107793917486
validation,NN014,Very High Risk,Extreme Risk,292,44817,0.006515384787022782
validation,NN014,Extreme Risk,High Risk,3,44817,6.693888479817926e-05
validation,NN014,Extreme Risk,Very High Risk,289,44817,0.006448445902224602
validation,NN014,Extreme Risk,Extreme Risk,1949,44817,0.043487962157217126
validation,NN015,Low Risk,Low Risk,7067,44817,0.15768569962291096
validation,NN015,Low Risk,Medium Risk,1896,44817,0.04230537519244929
validation,NN015,Medium Risk,Low Risk,1806,44817,0.04029720864850392
validation,NN015,Medium Risk,Medium Risk,9966,44817,0.22237097529955152
validation,NN015,Medium Risk,High Risk,1612,44817,0.03596849409822166
validation,NN015,High Risk,Low Risk,90,44817,0.002008166543945378
validation,NN015,High Risk,Medium Risk,1548,44817,0.034540464555860496
validation,NN015,High Risk,High Risk,10749,44817,0.2398420242318763
validation,NN015,High Risk,Very High Risk,1119,44817,0.024968204029720865
validation,NN015,Very High Risk,Medium Risk,35,44817,0.0007809536559787581
validation,NN015,Very High Risk,High Risk,1081,44817,0.02412031148894393
validation,NN015,Very High Risk,Very High Risk,5345,44817,0.11926277974875606
validation,NN015,Very High Risk,Extreme Risk,262,44817,0.005845995939040989
validation,NN015,Extreme Risk,High Risk,3,44817,6.693888479817926e-05
validation,NN015,Extreme Risk,Very High Risk,259,44817,0.00577905705424281
validation,NN015,Extreme Risk,Extreme Risk,1979,44817,0.04415735100519892
validation,NN016,Low Risk,Low Risk,7241,44817,0.16156815494120536
validation,NN016,Low Risk,Medium Risk,1720,44817,0.03837829395095611
validation,NN016,Low Risk,High Risk,2,44817,4.4625923198786177e-05
validation,NN016,Medium Risk,Low Risk,1703,44817,0.03799897360376643
validation,NN016,Medium Risk,Medium Risk,10275,44817,0.22926568043376397
validation,NN016,Medium Risk,High Risk,1405,44817,0.03134971104714729
validation,NN016,Medium Risk,Very High Risk,1,44817,2.2312961599393088e-05
validation,NN016,High Risk,Low Risk,19,44817,0.00042394627038846864
validation,NN016,High Risk,Medium Risk,1437,44817,0.032063725818327865
validation,NN016,High Risk,High Risk,10859,44817,0.24229645000780953
validation,NN016,High Risk,Very High Risk,1191,44817,0.026574737264877166
validation,NN016,Very High Risk,Medium Risk,13,44817,0.00029006850079211013
validation,NN016,Very High Risk,High Risk,1177,44817,0.026262355802485662
validation,NN016,Very High Risk,Very High Risk,5244,44817,0.11700917062721736
validation,NN016,Very High Risk,Extreme Risk,289,44817,0.006448445902224602
validation,NN016,Extreme Risk,High Risk,2,44817,4.4625923198786177e-05
validation,NN016,Extreme Risk,Very High Risk,287,44817,0.006403819979025816
validation,NN016,Extreme Risk,Extreme Risk,1952,44817,0.04355490104201531
validation,NN017,Low Risk,Low Risk,6805,44817,0.15183970368386995
validation,NN017,Low Risk,Medium Risk,2158,44817,0.04815137113149028
validation,NN017,Medium Risk,Low Risk,2122,44817,0.04734810451391213
validation,NN017,Medium Risk,Medium Risk,9671,44817,0.21578865162773056
validation,NN017,Medium Risk,High Risk,1591,44817,0.0354999219046344
validation,NN017,High Risk,Low Risk,36,44817,0.0008032666175781511
validation,NN017,High Risk,Medium Risk,1605,44817,0.035812303367025906
validation,NN017,High Risk,High Risk,10813,44817,0.24127005377423746
validation,NN017,High Risk,Very High Risk,1052,44817,0.023473235602561527
validation,NN017,Very High Risk,Medium Risk,11,44817,0.000245442577593324
validation,NN017,Very High Risk,High Risk,1040,44817,0.02320548006336881
validation,NN017,Very High Risk,Very High Risk,5419,44817,0.12091393890711113
validation,NN017,Very High Risk,Extreme Risk,253,44817,0.0056451792846464515
validation,NN017,Extreme Risk,High Risk,1,44817,2.2312961599393088e-05
validation,NN017,Extreme Risk,Very High Risk,252,44817,0.005622866323047058
validation,NN017,Extreme Risk,Extreme Risk,1988,44817,0.04435816765959346
validation,NN018,Low Risk,Low Risk,7519,44817,0.16777115826583663
validation,NN018,Low Risk,Medium Risk,1443,44817,0.03219760358792423
validation,NN018,Low Risk,High Risk,1,44817,2.2312961599393088e-05
validation,NN018,Medium Risk,Low Risk,1441,44817,0.03215297766472544
validation,NN018,Medium Risk,Medium Risk,10855,44817,0.24220719816141195
validation,NN018,Medium Risk,High Risk,1088,44817,0.02427650222013968
validation,NN018,High Risk,Low Risk,3,44817,6.693888479817926e-05
validation,NN018,High Risk,Medium Risk,1147,44817,0.02559296695450387
validation,NN018,High Risk,High Risk,11466,44817,0.25584041769864113
validation,NN018,High Risk,Very High Risk,890,44817,0.01985853582345985
validation,NN018,Very High Risk,High Risk,890,44817,0.01985853582345985
validation,NN018,Very High Risk,Very High Risk,5584,44817,0.124595577571011
validation,NN018,Very High Risk,Extreme Risk,249,44817,0.005555927438248879
validation,NN018,Extreme Risk,Very High Risk,249,44817,0.005555927438248879
validation,NN018,Extreme Risk,Extreme Risk,1992,44817,0.04444741950599103
validation,NN019,Low Risk,Low Risk,7309,44817,0.16308543632996408
validation,NN019,Low Risk,Medium Risk,1654,44817,0.036905638485396165
validation,NN019,Medium Risk,Low Risk,1653,44817,0.03688332552379677
validation,NN019,Medium Risk,Medium Risk,10644,44817,0.23749916326394002
validation,NN019,Medium Risk,High Risk,1087,44817,0.024254189258540285
validation,NN019,High Risk,Low Risk,1,44817,2.2312961599393088e-05
validation,NN019,High Risk,Medium Risk,1147,44817,0.02559296695450387
validation,NN019,High Risk,High Risk,11445,44817,0.2553718455050539
validation,NN019,High Risk,Very High Risk,913,44817,0.020371733940245888
validation,NN019,Very High Risk,High Risk,913,44817,0.020371733940245888
validation,NN019,Very High Risk,Very High Risk,5583,44817,0.12457326460941161
validation,NN019,Very High Risk,Extreme Risk,227,44817,0.005065042283062231
validation,NN019,Extreme Risk,Very High Risk,227,44817,0.005065042283062231
validation,NN019,Extreme Risk,Extreme Risk,2014,44817,0.04493830466117768
validation,NNSTACK001,Low Risk,Low Risk,8299,44817,0.18517526831336323
validation,NNSTACK001,Low Risk,Medium Risk,664,44817,0.01481580650199701
validation,NNSTACK001,Medium Risk,Low Risk,628,44817,0.014012539884418859
validation,NNSTACK001,Medium Risk,Medium Risk,11833,44817,0.2640292746056184
validation,NNSTACK001,Medium Risk,High Risk,923,44817,0.02059486355623982
validation,NNSTACK001,High Risk,Low Risk,36,44817,0.0008032666175781511
validation,NNSTACK001,High Risk,Medium Risk,948,44817,0.021152687596224646
validation,NNSTACK001,High Risk,High Risk,11765,44817,0.2625119932168597
validation,NNSTACK001,High Risk,Very High Risk,757,44817,0.016890911930740566
validation,NNSTACK001,Very High Risk,High Risk,757,44817,0.016890911930740566
validation,NNSTACK001,Very High Risk,Very High Risk,5713,44817,0.12747394961733272
validation,NNSTACK001,Very High Risk,Extreme Risk,253,44817,0.0056451792846464515
validation,NNSTACK001,Extreme Risk,Very High Risk,253,44817,0.0056451792846464515
validation,NNSTACK001,Extreme Risk,Extreme Risk,1988,44817,0.04435816765959346
validation,RASTACK001,Low Risk,Low Risk,7767,44817,0.17330477274248612
validation,RASTACK001,Low Risk,Medium Risk,1196,44817,0.026686302072874132
validation,RASTACK001,Medium Risk,Low Risk,1193,44817,0.026619363188075954
validation,RASTACK001,Medium Risk,Medium Risk,10905,44817,0.24332284624138162
validation,RASTACK001,Medium Risk,High Risk,1286,44817,0.02869446861681951
validation,RASTACK001,High Risk,Low Risk,3,44817,6.693888479817926e-05
validation,RASTACK001,High Risk,Medium Risk,1343,44817,0.029966307427984916
validation,RASTACK001,High Risk,High Risk,10927,44817,0.24381373139656826
validation,RASTACK001,High Risk,Very High Risk,1233,44817,0.02751188165205168
validation,RASTACK001,Very High Risk,Medium Risk,1,44817,2.2312961599393088e-05
validation,RASTACK001,Very High Risk,High Risk,1206,44817,0.026909431688868064
validation,RASTACK001,Very High Risk,Very High Risk,5091,44817,0.1135952875025102
validation,RASTACK001,Very High Risk,Extreme Risk,425,44817,0.009483008679742062
validation,RASTACK001,Extreme Risk,High Risk,26,44817,0.0005801370015842203
validation,RASTACK001,Extreme Risk,Very High Risk,399,44817,0.008902871678157842
validation,RASTACK001,Extreme Risk,Extreme Risk,1816,44817,0.04052033826449785
validation,RF001,Low Risk,Low Risk,7697,44817,0.1717428654305286
validation,RF001,Low Risk,Medium Risk,1266,44817,0.02824820938483165
validation,RF001,Medium Risk,Low Risk,1265,44817,0.028225896423232255
validation,RF001,Medium Risk,Medium Risk,10903,44817,0.24327822031818283
validation,RF001,Medium Risk,High Risk,1215,44817,0.027110248343262602
validation,RF001,Medium Risk,Very High Risk,1,44817,2.2312961599393088e-05
validation,RF001,High Risk,Low Risk,1,44817,2.2312961599393088e-05
validation,RF001,High Risk,Medium Risk,1276,44817,0.02847133900082558
validation,RF001,High Risk,High Risk,10952,44817,0.2443715554365531
validation,RF001,High Risk,Very High Risk,1277,44817,0.02849365196242497
validation,RF001,Very High Risk,High Risk,1274,44817,0.028426713077626793
validation,RF001,Very High Risk,Very High Risk,5124,44817,0.11433161523529017
validation,RF001,Very High Risk,Extreme Risk,325,44817,0.007251712519802753
validation,RF001,Extreme Risk,High Risk,4,44817,8.925184639757235e-05
validation,RF001,Extreme Risk,Very High Risk,321,44817,0.007162460673405181
validation,RF001,Extreme Risk,Extreme Risk,1916,44817,0.042751634424437156
validation,RF002,Low Risk,Low Risk,7755,44817,0.1730370172032934
validation,RF002,Low Risk,Medium Risk,1208,44817,0.02695405761206685
validation,RF002,Medium Risk,Low Risk,1207,44817,0.026931744650467458
validation,RF002,Medium Risk,Medium Risk,11129,44817,0.24832094963964568
validation,RF002,Medium Risk,High Risk,1048,44817,0.023383983756163955
validation,RF002,High Risk,Low Risk,1,44817,2.2312961599393088e-05
validation,RF002,High Risk,Medium Risk,1108,44817,0.02472276145212754
validation,RF002,High Risk,High Risk,11537,44817,0.25742463797219806
validation,RF002,High Risk,Very High Risk,860,44817,0.019189146975478057
validation,RF002,Very High Risk,High Risk,859,44817,0.019166834013878663
validation,RF002,Very High Risk,Very High Risk,5580,44817,0.12450632572461343
validation,RF002,Very High Risk,Extreme Risk,284,44817,0.006336881094227637
validation,RF002,Extreme Risk,High Risk,1,44817,2.2312961599393088e-05
validation,RF002,Extreme Risk,Very High Risk,283,44817,0.006314568132628244
validation,RF002,Extreme Risk,Extreme Risk,1957,44817,0.04366646585001227
validation,RF003,Low Risk,Low Risk,7886,44817,0.1759600151728139
validation,RF003,Low Risk,Medium Risk,1077,44817,0.024031059642546357
validation,RF003,Medium Risk,Low Risk,1077,44817,0.024031059642546357
validation,RF003,Medium Risk,Medium Risk,11482,44817,0.25619742508423143
validation,RF003,Medium Risk,High Risk,825,44817,0.0184081933194993
validation,RF003,High Risk,Medium Risk,886,44817,0.019769283977062277
validation,RF003,High Risk,High Risk,11932,44817,0.2662382578039583
validation,RF003,High Risk,Very High Risk,688,44817,0.015351317580382445
validation,RF003,Very High Risk,High Risk,688,44817,0.015351317580382445
validation,RF003,Very High Risk,Very High Risk,5758,44817,0.1284780328893054
validation,RF003,Very High Risk,Extreme Risk,277,44817,0.006180690363031885
validation,RF003,Extreme Risk,Very High Risk,277,44817,0.006180690363031885
validation,RF003,Extreme Risk,Extreme Risk,1964,44817,0.04382265658120802
validation,RF004,Low Risk,Low Risk,7793,44817,0.17388490974407034
validation,RF004,Low Risk,Medium Risk,1170,44817,0.026106165071289912
validation,RF004,Medium Risk,Low Risk,1169,44817,0.026083852109690518
validation,RF004,Medium Risk,Medium Risk,11234,44817,0.25066381060758197
validation,RF004,Medium Risk,High Risk,980,44817,0.021866702367405226
validation,RF004,Medium Risk,Very High Risk,1,44817,2.2312961599393088e-05
validation,RF004,High Risk,Low Risk,1,44817,2.2312961599393088e-05
validation,RF004,High Risk,Medium Risk,1041,44817,0.023227793024968205
validation,RF004,High Risk,High Risk,11642,44817,0.25976749894013434
validation,RF004,High Risk,Very High Risk,822,44817,0.018341254434701117
validation,RF004,Very High Risk,High Risk,822,44817,0.018341254434701117
validation,RF004,Very High Risk,Very High Risk,5563,44817,0.12412700537742374
validation,RF004,Very High Risk,Extreme Risk,338,44817,0.0075417810205948635
validation,RF004,Extreme Risk,High Risk,1,44817,2.2312961599393088e-05
validation,RF004,Extreme Risk,Very High Risk,337,44817,0.0075194680589954705
validation,RF004,Extreme Risk,Extreme Risk,1903,44817,0.04246156592364504
validation,RF005,Low Risk,Low Risk,7616,44817,0.16993551554097774
validation,RF005,Low Risk,Medium Risk,1347,44817,0.030055559274382488
validation,RF005,Medium Risk,Low Risk,1346,44817,0.030033246312783094
validation,RF005,Medium Risk,Medium Risk,10768,44817,0.24026597050226475
validation,RF005,Medium Risk,High Risk,1270,44817,0.02833746123122922
validation,RF005,High Risk,Low Risk,1,44817,2.2312961599393088e-05
validation,RF005,High Risk,Medium Risk,1330,44817,0.029676238927192806
validation,RF005,High Risk,High Risk,11344,44817,0.25311823638351516
validation,RF005,High Risk,Very High Risk,831,44817,0.018542071089095655
validation,RF005,Very High Risk,High Risk,830,44817,0.018519758127496264
validation,RF005,Very High Risk,Very High Risk,5572,44817,0.12432782203181829
validation,RF005,Very High Risk,Extreme Risk,321,44817,0.007162460673405181
validation,RF005,Extreme Risk,High Risk,1,44817,2.2312961599393088e-05
validation,RF005,Extreme Risk,Very High Risk,320,44817,0.007140147711805788
validation,RF005,Extreme Risk,Extreme Risk,1920,44817,0.04284088627083473
validation,RFSTACK001,Low Risk,Low Risk,8642,44817,0.19282861414195507
validation,RFSTACK001,Low Risk,Medium Risk,320,44817,0.007140147711805788
validation,RFSTACK001,Low Risk,High Risk,1,44817,2.2312961599393088e-05
validation,RFSTACK001,Medium Risk,Low Risk,5617,44817,0.12533190530379099
validation,RFSTACK001,Medium Risk,Medium Risk,6687,44817,0.14920677421514159
validation,RFSTACK001,Medium Risk,High Risk,1080,44817,0.024097998527344535
validation,RFSTACK001,High Risk,Medium Risk,1142,44817,0.025481402146506908
validation,RFSTACK001,High Risk,High Risk,11930,44817,0.2661936318807595
validation,RFSTACK001,High Risk,Very High Risk,434,44817,0.0096838253341366
validation,RFSTACK001,Very High Risk,High Risk,434,44817,0.0096838253341366
validation,RFSTACK001,Very High Risk,Very High Risk,6174,44817,0.13776022491465292
validation,RFSTACK001,Very High Risk,Extreme Risk,115,44817,0.002565990583930205
validation,RFSTACK001,Extreme Risk,Very High Risk,115,44817,0.002565990583930205
validation,RFSTACK001,Extreme Risk,Extreme Risk,2126,44817,0.047437356360309706
validation,RIDGESTACK001,Low Risk,Low Risk,8128,44817,0.18135975187986703
validation,RIDGESTACK001,Low Risk,Medium Risk,835,44817,0.018631322935493227
validation,RIDGESTACK001,Medium Risk,Low Risk,830,44817,0.018519758127496264
validation,RIDGESTACK001,Medium Risk,Medium Risk,11269,44817,0.2514447642635607
validation,RIDGESTACK001,Medium Risk,High Risk,1285,44817,0.02867215565522012
validation,RIDGESTACK001,High Risk,Low Risk,5,44817,0.00011156480799696544
validation,RIDGESTACK001,High Risk,Medium Risk,1341,44817,0.02992168150478613
validation,RIDGESTACK001,High Risk,High Risk,11229,44817,0.25055224579958496
validation,RIDGESTACK001,High Risk,Very High Risk,931,44817,0.020773367249034964
validation,RIDGESTACK001,Very High Risk,High Risk,931,44817,0.020773367249034964
validation,RIDGESTACK001,Very High Risk,Very High Risk,5686,44817,0.1268714996541491
validation,RIDGESTACK001,Very High Risk,Extreme Risk,106,44817,0.002365173929535667
validation,RIDGESTACK001,Extreme Risk,Very High Risk,106,44817,0.002365173929535667
validation,RIDGESTACK001,Extreme Risk,Extreme Risk,2135,44817,0.047638173014704244
validation,RLOG001,Low Risk,Low Risk,7103,44817,0.1584889662404891
validation,RLOG001,Low Risk,Medium Risk,1860,44817,0.04150210857487114
validation,RLOG001,Medium Risk,Low Risk,1419,44817,0.03166209250953879
validation,RLOG001,Medium Risk,Medium Risk,9401,44817,0.2097641519958944
validation,RLOG001,Medium Risk,High Risk,2564,44817,0.057210433540843875
validation,RLOG001,High Risk,Low Risk,297,44817,0.006626949595019747
validation,RLOG001,High Risk,Medium Risk,1739,44817,0.038802240221344576
validation,RLOG001,High Risk,High Risk,8880,44817,0.19813909900261062
validation,RLOG001,High Risk,Very High Risk,2537,44817,0.05660798357766026
validation,RLOG001,High Risk,Extreme Risk,53,44817,0.0011825869647678336
validation,RLOG001,Very High Risk,Low Risk,123,44817,0.0027444942767253498
validation,RLOG001,Very High Risk,Medium Risk,392,44817,0.00874668094696209
validation,RLOG001,Very High Risk,High Risk,1710,44817,0.03815516433496218
validation,RLOG001,Very High Risk,Very High Risk,3412,44817,0.07613182497712921
validation,RLOG001,Very High Risk,Extreme Risk,1086,44817,0.02423187629694089
validation,RLOG001,Extreme Risk,Low Risk,21,44817,0.00046857219358725484
validation,RLOG001,Extreme Risk,Medium Risk,53,44817,0.0011825869647678336
validation,RLOG001,Extreme Risk,High Risk,291,44817,0.006493071825423388
validation,RLOG001,Extreme Risk,Very High Risk,774,44817,0.017270232277930248
validation,RLOG001,Extreme Risk,Extreme Risk,1102,44817,0.024588883682531183
validation,RLOG002,Low Risk,Low Risk,7202,44817,0.160697949438829
validation,RLOG002,Low Risk,Medium Risk,1761,44817,0.03929312537653123
validation,RLOG002,Medium Risk,Low Risk,1299,44817,0.02898453711761162
validation,RLOG002,Medium Risk,Medium Risk,9849,44817,0.2197603587924225
validation,RLOG002,Medium Risk,High Risk,2236,44817,0.04989178213624294
validation,RLOG002,High Risk,Low Risk,251,44817,0.005600553361447665
validation,RLOG002,High Risk,Medium Risk,1444,44817,0.032219916549523615
validation,RLOG002,High Risk,High Risk,9325,44817,0.20806836691434055
validation,RLOG002,High Risk,Very High Risk,2465,44817,0.05500145034250396
validation,RLOG002,High Risk,Extreme Risk,21,44817,0.00046857219358725484
validation,RLOG002,Very High Risk,Low Risk,179,44817,0.003994020126291363
validation,RLOG002,Very High Risk,Medium Risk,343,44817,0.007653345828591829
validation,RLOG002,Very High Risk,High Risk,1564,44817,0.03489747194145079
validation,RLOG002,Very High Risk,Very High Risk,3617,44817,0.08070598210500479
validation,RLOG002,Very High Risk,Extreme Risk,1020,44817,0.02275922083138095
validation,RLOG002,Extreme Risk,Low Risk,32,44817,0.0007140147711805788
validation,RLOG002,Extreme Risk,Medium Risk,48,44817,0.0010710221567708682
validation,RLOG002,Extreme Risk,High Risk,320,44817,0.007140147711805788
validation,RLOG002,Extreme Risk,Very High Risk,641,44817,0.014302608385210969
validation,RLOG002,Extreme Risk,Extreme Risk,1200,44817,0.026775553919271704
validation,RLOG003,Low Risk,Low Risk,7157,44817,0.15969386616685632
validation,RLOG003,Low Risk,Medium Risk,1806,44817,0.04029720864850392
validation,RLOG003,Medium Risk,Low Risk,1329,44817,0.029653925965593412
validation,RLOG003,Medium Risk,Medium Risk,9846,44817,0.21969341990762434
validation,RLOG003,Medium Risk,High Risk,2209,44817,0.04928933217305933
validation,RLOG003,High Risk,Low Risk,260,44817,0.005801370015842203
validation,RLOG003,High Risk,Medium Risk,1400,44817,0.031238146239150322
validation,RLOG003,High Risk,High Risk,9376,44817,0.2092063279559096
validation,RLOG003,High Risk,Very High Risk,2452,44817,0.05471138184171185
validation,RLOG003,High Risk,Extreme Risk,18,44817,0.00040163330878907556
validation,RLOG003,Very High Risk,Low Risk,185,44817,0.004127897895887721
validation,RLOG003,Very High Risk,Medium Risk,342,44817,0.007631032866992436
validation,RLOG003,Very High Risk,High Risk,1538,44817,0.03431733493986657
validation,RLOG003,Very High Risk,Very High Risk,3638,44817,0.08117455429859205
validation,RLOG003,Very High Risk,Extreme Risk,1020,44817,0.02275922083138095
validation,RLOG003,Extreme Risk,Low Risk,32,44817,0.0007140147711805788
validation,RLOG003,Extreme Risk,Medium Risk,51,44817,0.0011379610415690475
validation,RLOG003,Extreme Risk,High Risk,322,44817,0.007184773635004574
validation,RLOG003,Extreme Risk,Very High Risk,633,44817,0.014124104692415825
validation,RLOG003,Extreme Risk,Extreme Risk,1203,44817,0.026842492804069883
validation,RLOG004,Low Risk,Low Risk,7146,44817,0.159448423589263
validation,RLOG004,Low Risk,Medium Risk,1817,44817,0.04054265122609724
validation,RLOG004,Medium Risk,Low Risk,1335,44817,0.029787803735189772
validation,RLOG004,Medium Risk,Medium Risk,9841,44817,0.21958185509962738
validation,RLOG004,Medium Risk,High Risk,2208,44817,0.049267019211459935
validation,RLOG004,High Risk,Low Risk,262,44817,0.005845995939040989
validation,RLOG004,High Risk,Medium Risk,1396,44817,0.03114889439275275
validation,RLOG004,High Risk,High Risk,9381,44817,0.20931789276390655
validation,RLOG004,High Risk,Very High Risk,2452,44817,0.05471138184171185
validation,RLOG004,High Risk,Extreme Risk,15,44817,0.00033469442399089634
validation,RLOG004,Very High Risk,Low Risk,188,44817,0.004194836780685901
validation,RLOG004,Very High Risk,Medium Risk,340,44817,0.0075864069437936495
validation,RLOG004,Very High Risk,High Risk,1534,44817,0.034228083093468996
validation,RLOG004,Very High Risk,Very High Risk,3639,44817,0.08119686726019144
validation,RLOG004,Very High Risk,Extreme Risk,1022,44817,0.022803846754579735
validation,RLOG004,Extreme Risk,Low Risk,32,44817,0.0007140147711805788
validation,RLOG004,Extreme Risk,Medium Risk,51,44817,0.0011379610415690475
validation,RLOG004,Extreme Risk,High Risk,322,44817,0.007184773635004574
validation,RLOG004,Extreme Risk,Very High Risk,632,44817,0.01410179173081643
validation,RLOG004,Extreme Risk,Extreme Risk,1204,44817,0.026864805765669277
validation,RLOG005,Low Risk,Low Risk,7203,44817,0.16072026240042842
validation,RLOG005,Low Risk,Medium Risk,1760,44817,0.039270812414931834
validation,RLOG005,Medium Risk,Low Risk,1320,44817,0.029453109311198874
validation,RLOG005,Medium Risk,Medium Risk,9619,44817,0.2146283776245621
validation,RLOG005,Medium Risk,High Risk,2445,44817,0.0545551911105161
