reference_risk_band,comparison_risk_band,applicant_count,reference_model,comparison_model,split,applicant_pct
Low Risk,High Risk,87,NN009,BNB008,validation,0.0019412276591471986
Low Risk,Low Risk,6271,NN009,BNB008,validation,0.13992458218979406
Low Risk,Medium Risk,2604,NN009,BNB008,validation,0.0581029520048196
Low Risk,Very High Risk,1,NN009,BNB008,validation,2.2312961599393088e-05
Medium Risk,High Risk,2744,NN009,BNB008,validation,0.06122676662873463
Medium Risk,Low Risk,2560,NN009,BNB008,validation,0.057121181694446306
Medium Risk,Medium Risk,8125,NN009,BNB008,validation,0.18129281299506883
Medium Risk,Very High Risk,16,NN009,BNB008,validation,0.0003570073855902894
Very High Risk,Extreme Risk,466,NN009,BNB008,validation,0.010397840105317179
Very High Risk,High Risk,1653,NN009,BNB008,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB008,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,89,NN009,BNB008,validation,0.001985853582345985
Very High Risk,Very High Risk,5857,NN009,BNB008,validation,0.13068701608764532
Extreme Risk,Extreme Risk,1775,NN009,BNB009,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB009,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB009,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB009,validation,0.010152397527723855
High Risk,High Risk,7609,NN009,BNB009,validation,0.169779324809782
High Risk,Low Risk,130,NN009,BNB009,validation,0.0029006850079211013
High Risk,Medium Risk,2625,NN009,BNB009,validation,0.05857152419840685
High Risk,Very High Risk,1737,NN009,BNB009,validation,0.038757614298145796
Low Risk,High Risk,87,NN009,BNB009,validation,0.0019412276591471986
Low Risk,Low Risk,6271,NN009,BNB009,validation,0.13992458218979406
Low Risk,Medium Risk,2604,NN009,BNB009,validation,0.0581029520048196
Low Risk,Very High Risk,1,NN009,BNB009,validation,2.2312961599393088e-05
Medium Risk,High Risk,2744,NN009,BNB009,validation,0.06122676662873463
Medium Risk,Low Risk,2560,NN009,BNB009,validation,0.057121181694446306
Medium Risk,Medium Risk,8125,NN009,BNB009,validation,0.18129281299506883
Medium Risk,Very High Risk,16,NN009,BNB009,validation,0.0003570073855902894
Very High Risk,Extreme Risk,466,NN009,BNB009,validation,0.010397840105317179
Very High Risk,High Risk,1653,NN009,BNB009,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB009,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,89,NN009,BNB009,validation,0.001985853582345985
Very High Risk,Very High Risk,5857,NN009,BNB009,validation,0.13068701608764532
Extreme Risk,Extreme Risk,1775,NN009,BNB010,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB010,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB010,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB010,validation,0.010152397527723855
High Risk,High Risk,7609,NN009,BNB010,validation,0.169779324809782
High Risk,Low Risk,130,NN009,BNB010,validation,0.0029006850079211013
High Risk,Medium Risk,2625,NN009,BNB010,validation,0.05857152419840685
High Risk,Very High Risk,1737,NN009,BNB010,validation,0.038757614298145796
Low Risk,High Risk,87,NN009,BNB010,validation,0.0019412276591471986
Low Risk,Low Risk,6271,NN009,BNB010,validation,0.13992458218979406
Low Risk,Medium Risk,2604,NN009,BNB010,validation,0.0581029520048196
Low Risk,Very High Risk,1,NN009,BNB010,validation,2.2312961599393088e-05
Medium Risk,High Risk,2744,NN009,BNB010,validation,0.06122676662873463
Medium Risk,Low Risk,2560,NN009,BNB010,validation,0.057121181694446306
Medium Risk,Medium Risk,8125,NN009,BNB010,validation,0.18129281299506883
Medium Risk,Very High Risk,16,NN009,BNB010,validation,0.0003570073855902894
Very High Risk,Extreme Risk,466,NN009,BNB010,validation,0.010397840105317179
Very High Risk,High Risk,1653,NN009,BNB010,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB010,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,89,NN009,BNB010,validation,0.001985853582345985
Very High Risk,Very High Risk,5857,NN009,BNB010,validation,0.13068701608764532
Extreme Risk,Extreme Risk,1775,NN009,BNB011,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB011,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB011,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB011,validation,0.010152397527723855
High Risk,High Risk,7609,NN009,BNB011,validation,0.169779324809782
High Risk,Low Risk,130,NN009,BNB011,validation,0.0029006850079211013
High Risk,Medium Risk,2625,NN009,BNB011,validation,0.05857152419840685
High Risk,Very High Risk,1737,NN009,BNB011,validation,0.038757614298145796
Low Risk,High Risk,87,NN009,BNB011,validation,0.0019412276591471986
Low Risk,Low Risk,6271,NN009,BNB011,validation,0.13992458218979406
Low Risk,Medium Risk,2604,NN009,BNB011,validation,0.0581029520048196
Low Risk,Very High Risk,1,NN009,BNB011,validation,2.2312961599393088e-05
Medium Risk,High Risk,2743,NN009,BNB011,validation,0.06120445366713524
Medium Risk,Low Risk,2560,NN009,BNB011,validation,0.057121181694446306
Medium Risk,Medium Risk,8125,NN009,BNB011,validation,0.18129281299506883
Medium Risk,Very High Risk,17,NN009,BNB011,validation,0.0003793203471896825
Very High Risk,Extreme Risk,466,NN009,BNB011,validation,0.010397840105317179
Very High Risk,High Risk,1653,NN009,BNB011,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB011,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,89,NN009,BNB011,validation,0.001985853582345985
Very High Risk,Very High Risk,5857,NN009,BNB011,validation,0.13068701608764532
Extreme Risk,Extreme Risk,1775,NN009,BNB012,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB012,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB012,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB012,validation,0.010152397527723855
High Risk,High Risk,7609,NN009,BNB012,validation,0.169779324809782
High Risk,Low Risk,130,NN009,BNB012,validation,0.0029006850079211013
High Risk,Medium Risk,2625,NN009,BNB012,validation,0.05857152419840685
High Risk,Very High Risk,1737,NN009,BNB012,validation,0.038757614298145796
Low Risk,High Risk,87,NN009,BNB012,validation,0.0019412276591471986
Low Risk,Low Risk,6271,NN009,BNB012,validation,0.13992458218979406
Low Risk,Medium Risk,2604,NN009,BNB012,validation,0.0581029520048196
Low Risk,Very High Risk,1,NN009,BNB012,validation,2.2312961599393088e-05
Medium Risk,High Risk,2743,NN009,BNB012,validation,0.06120445366713524
Medium Risk,Low Risk,2560,NN009,BNB012,validation,0.057121181694446306
Medium Risk,Medium Risk,8125,NN009,BNB012,validation,0.18129281299506883
Medium Risk,Very High Risk,17,NN009,BNB012,validation,0.0003793203471896825
Very High Risk,Extreme Risk,466,NN009,BNB012,validation,0.010397840105317179
Very High Risk,High Risk,1653,NN009,BNB012,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB012,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,89,NN009,BNB012,validation,0.001985853582345985
Very High Risk,Very High Risk,5857,NN009,BNB012,validation,0.13068701608764532
Extreme Risk,Extreme Risk,1775,NN009,BNB013,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB013,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB013,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB013,validation,0.010152397527723855
High Risk,High Risk,7609,NN009,BNB013,validation,0.169779324809782
High Risk,Low Risk,130,NN009,BNB013,validation,0.0029006850079211013
High Risk,Medium Risk,2625,NN009,BNB013,validation,0.05857152419840685
High Risk,Very High Risk,1737,NN009,BNB013,validation,0.038757614298145796
Low Risk,High Risk,87,NN009,BNB013,validation,0.0019412276591471986
Low Risk,Low Risk,6270,NN009,BNB013,validation,0.13990226922819465
Low Risk,Medium Risk,2605,NN009,BNB013,validation,0.05812526496641899
Low Risk,Very High Risk,1,NN009,BNB013,validation,2.2312961599393088e-05
Medium Risk,High Risk,2743,NN009,BNB013,validation,0.06120445366713524
Medium Risk,Low Risk,2560,NN009,BNB013,validation,0.057121181694446306
Medium Risk,Medium Risk,8125,NN009,BNB013,validation,0.18129281299506883
Medium Risk,Very High Risk,17,NN009,BNB013,validation,0.0003793203471896825
Very High Risk,Extreme Risk,467,NN009,BNB013,validation,0.010420153066916573
Very High Risk,High Risk,1653,NN009,BNB013,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB013,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,89,NN009,BNB013,validation,0.001985853582345985
Very High Risk,Very High Risk,5856,NN009,BNB013,validation,0.13066470312604592
Extreme Risk,Extreme Risk,1775,NN009,BNB014,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB014,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB014,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB014,validation,0.010152397527723855
High Risk,High Risk,7609,NN009,BNB014,validation,0.169779324809782
High Risk,Low Risk,130,NN009,BNB014,validation,0.0029006850079211013
High Risk,Medium Risk,2625,NN009,BNB014,validation,0.05857152419840685
High Risk,Very High Risk,1737,NN009,BNB014,validation,0.038757614298145796
Low Risk,High Risk,87,NN009,BNB014,validation,0.0019412276591471986
Low Risk,Low Risk,6270,NN009,BNB014,validation,0.13990226922819465
Low Risk,Medium Risk,2605,NN009,BNB014,validation,0.05812526496641899
Low Risk,Very High Risk,1,NN009,BNB014,validation,2.2312961599393088e-05
Medium Risk,High Risk,2743,NN009,BNB014,validation,0.06120445366713524
Medium Risk,Low Risk,2560,NN009,BNB014,validation,0.057121181694446306
Medium Risk,Medium Risk,8125,NN009,BNB014,validation,0.18129281299506883
Medium Risk,Very High Risk,17,NN009,BNB014,validation,0.0003793203471896825
Very High Risk,Extreme Risk,467,NN009,BNB014,validation,0.010420153066916573
Very High Risk,High Risk,1653,NN009,BNB014,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB014,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,89,NN009,BNB014,validation,0.001985853582345985
Very High Risk,Very High Risk,5856,NN009,BNB014,validation,0.13066470312604592
Extreme Risk,Extreme Risk,1775,NN009,BNB015,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB015,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB015,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB015,validation,0.010152397527723855
High Risk,High Risk,7622,NN009,BNB015,validation,0.1700693933105741
High Risk,Low Risk,130,NN009,BNB015,validation,0.0029006850079211013
High Risk,Medium Risk,2617,NN009,BNB015,validation,0.05839302050561171
High Risk,Very High Risk,1732,NN009,BNB015,validation,0.038646049490148826
Low Risk,High Risk,87,NN009,BNB015,validation,0.0019412276591471986
Low Risk,Low Risk,6270,NN009,BNB015,validation,0.13990226922819465
Low Risk,Medium Risk,2605,NN009,BNB015,validation,0.05812526496641899
Low Risk,Very High Risk,1,NN009,BNB015,validation,2.2312961599393088e-05
Medium Risk,High Risk,2744,NN009,BNB015,validation,0.06122676662873463
Medium Risk,Low Risk,2564,NN009,BNB015,validation,0.057210433540843875
Medium Risk,Medium Risk,8120,NN009,BNB015,validation,0.18118124818707187
Medium Risk,Very High Risk,17,NN009,BNB015,validation,0.0003793203471896825
Very High Risk,Extreme Risk,468,NN009,BNB015,validation,0.010442466028515965
Very High Risk,High Risk,1653,NN009,BNB015,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB015,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,87,NN009,BNB015,validation,0.0019412276591471986
Very High Risk,Very High Risk,5857,NN009,BNB015,validation,0.13068701608764532
Extreme Risk,Extreme Risk,1775,NN009,BNB016,validation,0.03960550683892273
Extreme Risk,High Risk,10,NN009,BNB016,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB016,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,455,NN009,BNB016,validation,0.010152397527723855
High Risk,High Risk,7622,NN009,BNB016,validation,0.1700693933105741
High Risk,Low Risk,130,NN009,BNB016,validation,0.0029006850079211013
High Risk,Medium Risk,2617,NN009,BNB016,validation,0.05839302050561171
High Risk,Very High Risk,1732,NN009,BNB016,validation,0.038646049490148826
Low Risk,High Risk,87,NN009,BNB016,validation,0.0019412276591471986
Low Risk,Low Risk,6270,NN009,BNB016,validation,0.13990226922819465
Low Risk,Medium Risk,2605,NN009,BNB016,validation,0.05812526496641899
Low Risk,Very High Risk,1,NN009,BNB016,validation,2.2312961599393088e-05
Medium Risk,High Risk,2744,NN009,BNB016,validation,0.06122676662873463
Medium Risk,Low Risk,2564,NN009,BNB016,validation,0.057210433540843875
Medium Risk,Medium Risk,8120,NN009,BNB016,validation,0.18118124818707187
Medium Risk,Very High Risk,17,NN009,BNB016,validation,0.0003793203471896825
Very High Risk,Extreme Risk,468,NN009,BNB016,validation,0.010442466028515965
Very High Risk,High Risk,1653,NN009,BNB016,validation,0.03688332552379677
Very High Risk,Low Risk,2,NN009,BNB016,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,87,NN009,BNB016,validation,0.0019412276591471986
Very High Risk,Very High Risk,5857,NN009,BNB016,validation,0.13068701608764532
Extreme Risk,Extreme Risk,1776,NN009,BNB017,validation,0.03962781980052212
Extreme Risk,High Risk,10,NN009,BNB017,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB017,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,454,NN009,BNB017,validation,0.010130084566124463
High Risk,Extreme Risk,1,NN009,BNB017,validation,2.2312961599393088e-05
High Risk,High Risk,7593,NN009,BNB017,validation,0.16942231742419173
High Risk,Low Risk,130,NN009,BNB017,validation,0.0029006850079211013
High Risk,Medium Risk,2643,NN009,BNB017,validation,0.05897315750719593
High Risk,Very High Risk,1734,NN009,BNB017,validation,0.038690675413347614
Low Risk,High Risk,87,NN009,BNB017,validation,0.0019412276591471986
Low Risk,Low Risk,6253,NN009,BNB017,validation,0.13952294888100497
Low Risk,Medium Risk,2622,NN009,BNB017,validation,0.05850458531360868
Low Risk,Very High Risk,1,NN009,BNB017,validation,2.2312961599393088e-05
Medium Risk,High Risk,2744,NN009,BNB017,validation,0.06122676662873463
Medium Risk,Low Risk,2570,NN009,BNB017,validation,0.05734431131044024
Medium Risk,Medium Risk,8114,NN009,BNB017,validation,0.1810473704174755
Medium Risk,Very High Risk,17,NN009,BNB017,validation,0.0003793203471896825
Very High Risk,Extreme Risk,464,NN009,BNB017,validation,0.010353214182118393
Very High Risk,High Risk,1657,NN009,BNB017,validation,0.03697257737019435
Very High Risk,Low Risk,2,NN009,BNB017,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,82,NN009,BNB017,validation,0.001829662851150233
Very High Risk,Very High Risk,5862,NN009,BNB017,validation,0.13079858089564228
Extreme Risk,Extreme Risk,1776,NN009,BNB018,validation,0.03962781980052212
Extreme Risk,High Risk,10,NN009,BNB018,validation,0.00022312961599393088
Extreme Risk,Medium Risk,1,NN009,BNB018,validation,2.2312961599393088e-05
Extreme Risk,Very High Risk,454,NN009,BNB018,validation,0.010130084566124463
High Risk,Extreme Risk,1,NN009,BNB018,validation,2.2312961599393088e-05
High Risk,High Risk,7593,NN009,BNB018,validation,0.16942231742419173
High Risk,Low Risk,130,NN009,BNB018,validation,0.0029006850079211013
High Risk,Medium Risk,2643,NN009,BNB018,validation,0.05897315750719593
High Risk,Very High Risk,1734,NN009,BNB018,validation,0.038690675413347614
Low Risk,High Risk,87,NN009,BNB018,validation,0.0019412276591471986
Low Risk,Low Risk,6253,NN009,BNB018,validation,0.13952294888100497
Low Risk,Medium Risk,2622,NN009,BNB018,validation,0.05850458531360868
Low Risk,Very High Risk,1,NN009,BNB018,validation,2.2312961599393088e-05
Medium Risk,High Risk,2744,NN009,BNB018,validation,0.06122676662873463
Medium Risk,Low Risk,2570,NN009,BNB018,validation,0.05734431131044024
Medium Risk,Medium Risk,8114,NN009,BNB018,validation,0.1810473704174755
Medium Risk,Very High Risk,17,NN009,BNB018,validation,0.0003793203471896825
Very High Risk,Extreme Risk,464,NN009,BNB018,validation,0.010353214182118393
Very High Risk,High Risk,1657,NN009,BNB018,validation,0.03697257737019435
Very High Risk,Low Risk,2,NN009,BNB018,validation,4.4625923198786177e-05
Very High Risk,Medium Risk,82,NN009,BNB018,validation,0.001829662851150233
Very High Risk,Very High Risk,5862,NN009,BNB018,validation,0.13079858089564228
Extreme Risk,Extreme Risk,2003,NN009,CAT001,validation,0.044692862083584355
Extreme Risk,Very High Risk,238,NN009,CAT001,validation,0.0053104848606555545
High Risk,High Risk,9995,NN009,CAT001,validation,0.2230180511859339
High Risk,Low Risk,4,NN009,CAT001,validation,8.925184639757235e-05
High Risk,Medium Risk,1201,NN009,CAT001,validation,0.0267978668808711
High Risk,Very High Risk,901,NN009,CAT001,validation,0.02010397840105317
Low Risk,High Risk,26,NN009,CAT001,validation,0.0005801370015842203
Low Risk,Low Risk,7513,NN009,CAT001,validation,0.16763728049624027
Low Risk,Medium Risk,1422,NN009,CAT001,validation,0.03172903139433697
Low Risk,Very High Risk,2,NN009,CAT001,validation,4.4625923198786177e-05
Medium Risk,High Risk,1169,NN009,CAT001,validation,0.026083852109690518
Medium Risk,Low Risk,1446,NN009,CAT001,validation,0.0322645424727224
Medium Risk,Medium Risk,10821,NN009,CAT001,validation,0.2414485574670326
Medium Risk,Very High Risk,9,NN009,CAT001,validation,0.00020081665439453778
Very High Risk,Extreme Risk,238,NN009,CAT001,validation,0.0053104848606555545
Very High Risk,High Risk,911,NN009,CAT001,validation,0.020327108017047103
Very High Risk,Medium Risk,1,NN009,CAT001,validation,2.2312961599393088e-05
Very High Risk,Very High Risk,6917,NN009,CAT001,validation,0.15433875538300199
Extreme Risk,Extreme Risk,2007,NN009,CAT002,validation,0.04478211392998192
Extreme Risk,Very High Risk,234,NN009,CAT002,validation,0.005221233014257982
High Risk,High Risk,10179,NN009,CAT002,validation,0.22712363612022224
High Risk,Low Risk,4,NN009,CAT002,validation,8.925184639757235e-05
High Risk,Medium Risk,1071,NN009,CAT002,validation,0.023897181872949997
High Risk,Very High Risk,847,NN009,CAT002,validation,0.018899078474685947
Low Risk,High Risk,25,NN009,CAT002,validation,0.0005578240399848271
Low Risk,Low Risk,7714,NN009,CAT002,validation,0.1721221857777183
Low Risk,Medium Risk,1223,NN009,CAT002,validation,0.027288752036057747
Low Risk,Very High Risk,1,NN009,CAT002,validation,2.2312961599393088e-05
Medium Risk,High Risk,1044,NN009,CAT002,validation,0.023294731909766383
Medium Risk,Low Risk,1245,NN009,CAT002,validation,0.027779637191244395
Medium Risk,Medium Risk,11151,NN009,CAT002,validation,0.24881183479483232
Medium Risk,Very High Risk,5,NN009,CAT002,validation,0.00011156480799696544
Very High Risk,Extreme Risk,234,NN009,CAT002,validation,0.005221233014257982
Very High Risk,High Risk,853,NN009,CAT002,validation,0.019032956244282303
Very High Risk,Very High Risk,6980,NN009,CAT002,validation,0.15574447196376376
Extreme Risk,Extreme Risk,2000,NN009,CAT003,validation,0.04462592319878617
Extreme Risk,Very High Risk,241,NN009,CAT003,validation,0.005377423745453734
High Risk,High Risk,10017,NN009,CAT003,validation,0.22350893634112057
High Risk,Low Risk,4,NN009,CAT003,validation,8.925184639757235e-05
High Risk,Medium Risk,1173,NN009,CAT003,validation,0.02617310395608809
High Risk,Very High Risk,907,NN009,CAT003,validation,0.02023785617064953
Low Risk,High Risk,25,NN009,CAT003,validation,0.0005578240399848271
Low Risk,Low Risk,7612,NN009,CAT003,validation,0.16984626369458017
Low Risk,Medium Risk,1325,NN009,CAT003,validation,0.02956467411919584
Low Risk,Very High Risk,1,NN009,CAT003,validation,2.2312961599393088e-05
Medium Risk,High Risk,1146,NN009,CAT003,validation,0.02557065399290448
Medium Risk,Low Risk,1347,NN009,CAT003,validation,0.030055559274382488
Medium Risk,Medium Risk,10946,NN009,CAT003,validation,0.24423767766695673
Medium Risk,Very High Risk,6,NN009,CAT003,validation,0.00013387776959635853
Very High Risk,Extreme Risk,241,NN009,CAT003,validation,0.005377423745453734
Very High Risk,High Risk,913,NN009,CAT003,validation,0.020371733940245888
Very High Risk,Medium Risk,1,NN009,CAT003,validation,2.2312961599393088e-05
Very High Risk,Very High Risk,6912,NN009,CAT003,validation,0.15422719057500503
Extreme Risk,Extreme Risk,2005,NN009,CAT004,validation,0.04473748800678314
Extreme Risk,Very High Risk,236,NN009,CAT004,validation,0.0052658589374567685
High Risk,High Risk,10005,NN009,CAT004,validation,0.22324118080192784
High Risk,Low Risk,4,NN009,CAT004,validation,8.925184639757235e-05
High Risk,Medium Risk,1177,NN009,CAT004,validation,0.026262355802485662
High Risk,Very High Risk,915,NN009,CAT004,validation,0.020416359863444675
Low Risk,High Risk,27,NN009,CAT004,validation,0.0006024499631836134
Low Risk,Low Risk,7568,NN009,CAT004,validation,0.1688644933842069
Low Risk,Medium Risk,1367,NN009,CAT004,validation,0.030501818506370352
Low Risk,Very High Risk,1,NN009,CAT004,validation,2.2312961599393088e-05
Medium Risk,High Risk,1147,NN009,CAT004,validation,0.02559296695450387
Medium Risk,Low Risk,1391,NN009,CAT004,validation,0.031037329584755784
Medium Risk,Medium Risk,10900,NN009,CAT004,validation,0.24321128143338466
Medium Risk,Very High Risk,7,NN009,CAT004,validation,0.0001561907311957516
Very High Risk,Extreme Risk,236,NN009,CAT004,validation,0.0052658589374567685
Very High Risk,High Risk,922,NN009,CAT004,validation,0.020572550594640426
Very High Risk,Medium Risk,1,NN009,CAT004,validation,2.2312961599393088e-05
Very High Risk,Very High Risk,6908,NN009,CAT004,validation,0.15413793872860745
Extreme Risk,Extreme Risk,1940,NN009,EASTACK001,validation,0.04328714550282259
Extreme Risk,High Risk,6,NN009,EASTACK001,validation,0.00013387776959635853
Extreme Risk,Very High Risk,295,NN009,EASTACK001,validation,0.006582323671820961
High Risk,High Risk,8873,NN009,EASTACK001,validation,0.19798290827141488
High Risk,Low Risk,25,NN009,EASTACK001,validation,0.0005578240399848271
High Risk,Medium Risk,1854,NN009,EASTACK001,validation,0.04136823080527478
High Risk,Very High Risk,1349,NN009,EASTACK001,validation,0.030100185197581276
Low Risk,High Risk,31,NN009,EASTACK001,validation,0.0006917018095811857
Low Risk,Low Risk,7368,NN009,EASTACK001,validation,0.16440190106432828
Low Risk,Medium Risk,1563,NN009,EASTACK001,validation,0.0348751589798514
Low Risk,Very High Risk,1,NN009,EASTACK001,validation,2.2312961599393088e-05
Medium Risk,High Risk,1858,NN009,EASTACK001,validation,0.04145748265167236
Medium Risk,Low Risk,1570,NN009,EASTACK001,validation,0.03503134971104715
Medium Risk,Medium Risk,10007,NN009,EASTACK001,validation,0.22328580672512663
Medium Risk,Very High Risk,10,NN009,EASTACK001,validation,0.00022312961599393088
Very High Risk,Extreme Risk,301,NN009,EASTACK001,validation,0.006716201441417319
Very High Risk,High Risk,1333,NN009,EASTACK001,validation,0.029743177811990984
Very High Risk,Medium Risk,21,NN009,EASTACK001,validation,0.00046857219358725484
Very High Risk,Very High Risk,6412,NN009,EASTACK001,validation,0.14307070977530847
Extreme Risk,Extreme Risk,1637,NN009,ET001,validation,0.03652631813820648
Extreme Risk,High Risk,83,NN009,ET001,validation,0.0018519758127496263
Extreme Risk,Medium Risk,2,NN009,ET001,validation,4.4625923198786177e-05
Extreme Risk,Very High Risk,519,NN009,ET001,validation,0.011580427070085013
High Risk,Extreme Risk,31,NN009,ET001,validation,0.0006917018095811857
High Risk,High Risk,7407,NN009,ET001,validation,0.1652721065667046
High Risk,Low Risk,94,NN009,ET001,validation,0.0020974183903429504
High Risk,Medium Risk,2212,NN009,ET001,validation,0.04935627105785751
High Risk,Very High Risk,2357,NN009,ET001,validation,0.052591650489769506
Low Risk,High Risk,7,NN009,ET001,validation,0.0001561907311957516
Low Risk,Low Risk,7342,NN009,ET001,validation,0.16382176406274404
Low Risk,Medium Risk,1601,NN009,ET001,validation,0.03572305152062833
Low Risk,Very High Risk,13,NN009,ET001,validation,0.00029006850079211013
Medium Risk,High Risk,2323,NN009,ET001,validation,0.05183300979539014
Medium Risk,Low Risk,1524,NN009,ET001,validation,0.034004953477475064
Medium Risk,Medium Risk,9507,NN009,ET001,validation,0.21212932592543007
Medium Risk,Very High Risk,91,NN009,ET001,validation,0.002030479505544771
Very High Risk,Extreme Risk,573,NN009,ET001,validation,0.01278532699645224
Very High Risk,High Risk,2281,NN009,ET001,validation,0.05089586540821563
Very High Risk,Low Risk,3,NN009,ET001,validation,6.693888479817926e-05
Very High Risk,Medium Risk,123,NN009,ET001,validation,0.0027444942767253498
Very High Risk,Very High Risk,5087,NN009,ET001,validation,0.11350603565611264
Extreme Risk,Extreme Risk,1767,NN009,ET002,validation,0.039427003146127584
Extreme Risk,High Risk,42,NN009,ET002,validation,0.0009371443871745097
Extreme Risk,Very High Risk,432,NN009,ET002,validation,0.009639199410937814
High Risk,Extreme Risk,1,NN009,ET002,validation,2.2312961599393088e-05
High Risk,High Risk,7700,NN009,ET002,validation,0.17180980431532678
High Risk,Low Risk,50,NN009,ET002,validation,0.0011156480799696543
High Risk,Medium Risk,2079,NN009,ET002,validation,0.04638864716513823
High Risk,Very High Risk,2271,NN009,ET002,validation,0.0506727357922217
Low Risk,High Risk,18,NN009,ET002,validation,0.00040163330878907556
Low Risk,Low Risk,7523,NN009,ET002,validation,0.1678604101122342
Low Risk,Medium Risk,1418,NN009,ET002,validation,0.031639779547939395
Low Risk,Very High Risk,4,NN009,ET002,validation,8.925184639757235e-05
Medium Risk,High Risk,2130,NN009,ET002,validation,0.047526608206707274
Medium Risk,Low Risk,1390,NN009,ET002,validation,0.03101501662315639
Medium Risk,Medium Risk,9854,NN009,ET002,validation,0.2198719236004195
Medium Risk,Very High Risk,71,NN009,ET002,validation,0.0015842202735569092
Very High Risk,Extreme Risk,473,NN009,ET002,validation,0.01055403083651293
Very High Risk,High Risk,2211,NN009,ET002,validation,0.04933395809625812
Very High Risk,Medium Risk,94,NN009,ET002,validation,0.0020974183903429504
Very High Risk,Very High Risk,5289,NN009,ET002,validation,0.11801325389919004
Extreme Risk,Extreme Risk,1789,NN009,ET003,validation,0.039917888301314236
Extreme Risk,High Risk,21,NN009,ET003,validation,0.00046857219358725484
Extreme Risk,Very High Risk,431,NN009,ET003,validation,0.00961688644933842
High Risk,High Risk,8137,NN009,ET003,validation,0.18156056853426156
High Risk,Low Risk,39,NN009,ET003,validation,0.0008702055023763304
High Risk,Medium Risk,1865,NN009,ET003,validation,0.04161367338286811
High Risk,Very High Risk,2060,NN009,ET003,validation,0.04596470089474976
Low Risk,High Risk,20,NN009,ET003,validation,0.00044625923198786177
Low Risk,Low Risk,7630,NN009,ET003,validation,0.17024789700336926
Low Risk,Medium Risk,1311,NN009,ET003,validation,0.02925229265680434
Low Risk,Very High Risk,2,NN009,ET003,validation,4.4625923198786177e-05
Medium Risk,High Risk,1899,NN009,ET003,validation,0.042372314077247474
Medium Risk,Low Risk,1294,NN009,ET003,validation,0.028872972309614654
Medium Risk,Medium Risk,10217,NN009,ET003,validation,0.22797152866099918
Medium Risk,Very High Risk,35,NN009,ET003,validation,0.0007809536559787581
Very High Risk,Extreme Risk,452,NN009,ET003,validation,0.010085458642925675
Very High Risk,High Risk,2024,NN009,ET003,validation,0.04516143427717161
Very High Risk,Medium Risk,52,NN009,ET003,validation,0.0011602740031684405
Very High Risk,Very High Risk,5539,NN009,ET003,validation,0.12359149429903832
