reference_risk_band,comparison_risk_band,applicant_count,reference_model,comparison_model,split,applicant_pct
Medium Risk,Very High Risk,702,BLOG001,BNB012,validation,0.015663699042773947
Very High Risk,Extreme Risk,1525,BLOG001,BNB012,validation,0.03402726643907446
Very High Risk,High Risk,4118,BLOG001,BNB012,validation,0.09188477586630073
Very High Risk,Low Risk,1,BLOG001,BNB012,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,513,BLOG001,BNB012,validation,0.011446549300488653
Very High Risk,Very High Risk,5162,BLOG001,BNB012,validation,0.11517950777606711
Extreme Risk,Extreme Risk,408,BLOG001,BNB013,validation,0.00910368833255238
Extreme Risk,High Risk,104,BLOG001,BNB013,validation,0.002320548006336881
Extreme Risk,Medium Risk,3,BLOG001,BNB013,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,485,BLOG001,BNB013,validation,0.010821786375705647
High Risk,Extreme Risk,196,BLOG001,BNB013,validation,0.004373340473481045
High Risk,High Risk,4422,BLOG001,BNB013,validation,0.09866791619251623
High Risk,Low Risk,696,BLOG001,BNB013,validation,0.01552982127317759
High Risk,Medium Risk,3558,BLOG001,BNB013,validation,0.07938951737064061
High Risk,Very High Risk,1422,BLOG001,BNB013,validation,0.03172903139433697
Low Risk,Extreme Risk,27,BLOG001,BNB013,validation,0.0006024499631836134
Low Risk,High Risk,1076,BLOG001,BNB013,validation,0.024008746680946963
Low Risk,Low Risk,5581,BLOG001,BNB013,validation,0.12452863868621282
Low Risk,Medium Risk,4311,BLOG001,BNB013,validation,0.0961911774549836
Low Risk,Very High Risk,295,BLOG001,BNB013,validation,0.006582323671820961
Medium Risk,Extreme Risk,86,BLOG001,BNB013,validation,0.0019189146975478056
Medium Risk,High Risk,2382,BLOG001,BNB013,validation,0.05314947452975433
Medium Risk,Low Risk,2684,BLOG001,BNB013,validation,0.059887988932771044
Medium Risk,Medium Risk,5060,BLOG001,BNB013,validation,0.11290358569292902
Medium Risk,Very High Risk,702,BLOG001,BNB013,validation,0.015663699042773947
Very High Risk,Extreme Risk,1525,BLOG001,BNB013,validation,0.03402726643907446
Very High Risk,High Risk,4118,BLOG001,BNB013,validation,0.09188477586630073
Very High Risk,Low Risk,1,BLOG001,BNB013,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,513,BLOG001,BNB013,validation,0.011446549300488653
Very High Risk,Very High Risk,5162,BLOG001,BNB013,validation,0.11517950777606711
Extreme Risk,Extreme Risk,408,BLOG001,BNB014,validation,0.00910368833255238
Extreme Risk,High Risk,104,BLOG001,BNB014,validation,0.002320548006336881
Extreme Risk,Medium Risk,3,BLOG001,BNB014,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,485,BLOG001,BNB014,validation,0.010821786375705647
High Risk,Extreme Risk,196,BLOG001,BNB014,validation,0.004373340473481045
High Risk,High Risk,4422,BLOG001,BNB014,validation,0.09866791619251623
High Risk,Low Risk,696,BLOG001,BNB014,validation,0.01552982127317759
High Risk,Medium Risk,3558,BLOG001,BNB014,validation,0.07938951737064061
High Risk,Very High Risk,1422,BLOG001,BNB014,validation,0.03172903139433697
Low Risk,Extreme Risk,27,BLOG001,BNB014,validation,0.0006024499631836134
Low Risk,High Risk,1076,BLOG001,BNB014,validation,0.024008746680946963
Low Risk,Low Risk,5581,BLOG001,BNB014,validation,0.12452863868621282
Low Risk,Medium Risk,4311,BLOG001,BNB014,validation,0.0961911774549836
Low Risk,Very High Risk,295,BLOG001,BNB014,validation,0.006582323671820961
Medium Risk,Extreme Risk,86,BLOG001,BNB014,validation,0.0019189146975478056
Medium Risk,High Risk,2382,BLOG001,BNB014,validation,0.05314947452975433
Medium Risk,Low Risk,2684,BLOG001,BNB014,validation,0.059887988932771044
Medium Risk,Medium Risk,5060,BLOG001,BNB014,validation,0.11290358569292902
Medium Risk,Very High Risk,702,BLOG001,BNB014,validation,0.015663699042773947
Very High Risk,Extreme Risk,1525,BLOG001,BNB014,validation,0.03402726643907446
Very High Risk,High Risk,4118,BLOG001,BNB014,validation,0.09188477586630073
Very High Risk,Low Risk,1,BLOG001,BNB014,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,513,BLOG001,BNB014,validation,0.011446549300488653
Very High Risk,Very High Risk,5162,BLOG001,BNB014,validation,0.11517950777606711
Extreme Risk,Extreme Risk,408,BLOG001,BNB015,validation,0.00910368833255238
Extreme Risk,High Risk,104,BLOG001,BNB015,validation,0.002320548006336881
Extreme Risk,Medium Risk,3,BLOG001,BNB015,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,485,BLOG001,BNB015,validation,0.010821786375705647
High Risk,Extreme Risk,196,BLOG001,BNB015,validation,0.004373340473481045
High Risk,High Risk,4420,BLOG001,BNB015,validation,0.09862329026931745
High Risk,Low Risk,696,BLOG001,BNB015,validation,0.01552982127317759
High Risk,Medium Risk,3560,BLOG001,BNB015,validation,0.0794341432938394
High Risk,Very High Risk,1422,BLOG001,BNB015,validation,0.03172903139433697
Low Risk,Extreme Risk,27,BLOG001,BNB015,validation,0.0006024499631836134
Low Risk,High Risk,1081,BLOG001,BNB015,validation,0.02412031148894393
Low Risk,Low Risk,5585,BLOG001,BNB015,validation,0.1246178905326104
Low Risk,Medium Risk,4300,BLOG001,BNB015,validation,0.09594573487739028
Low Risk,Very High Risk,297,BLOG001,BNB015,validation,0.006626949595019747
Medium Risk,Extreme Risk,87,BLOG001,BNB015,validation,0.0019412276591471986
Medium Risk,High Risk,2385,BLOG001,BNB015,validation,0.053216413414552514
Medium Risk,Low Risk,2684,BLOG001,BNB015,validation,0.059887988932771044
Medium Risk,Medium Risk,5055,BLOG001,BNB015,validation,0.11279202088493205
Medium Risk,Very High Risk,703,BLOG001,BNB015,validation,0.01568601200437334
Very High Risk,Extreme Risk,1525,BLOG001,BNB015,validation,0.03402726643907446
Very High Risk,High Risk,4126,BLOG001,BNB015,validation,0.09206327955909588
Very High Risk,Low Risk,1,BLOG001,BNB015,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,512,BLOG001,BNB015,validation,0.011424236338889261
Very High Risk,Very High Risk,5155,BLOG001,BNB015,validation,0.11502331704487137
Extreme Risk,Extreme Risk,408,BLOG001,BNB016,validation,0.00910368833255238
Extreme Risk,High Risk,104,BLOG001,BNB016,validation,0.002320548006336881
Extreme Risk,Medium Risk,3,BLOG001,BNB016,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,485,BLOG001,BNB016,validation,0.010821786375705647
High Risk,Extreme Risk,196,BLOG001,BNB016,validation,0.004373340473481045
High Risk,High Risk,4420,BLOG001,BNB016,validation,0.09862329026931745
High Risk,Low Risk,696,BLOG001,BNB016,validation,0.01552982127317759
High Risk,Medium Risk,3560,BLOG001,BNB016,validation,0.0794341432938394
High Risk,Very High Risk,1422,BLOG001,BNB016,validation,0.03172903139433697
Low Risk,Extreme Risk,27,BLOG001,BNB016,validation,0.0006024499631836134
Low Risk,High Risk,1081,BLOG001,BNB016,validation,0.02412031148894393
Low Risk,Low Risk,5585,BLOG001,BNB016,validation,0.1246178905326104
Low Risk,Medium Risk,4300,BLOG001,BNB016,validation,0.09594573487739028
Low Risk,Very High Risk,297,BLOG001,BNB016,validation,0.006626949595019747
Medium Risk,Extreme Risk,87,BLOG001,BNB016,validation,0.0019412276591471986
Medium Risk,High Risk,2385,BLOG001,BNB016,validation,0.053216413414552514
Medium Risk,Low Risk,2684,BLOG001,BNB016,validation,0.059887988932771044
Medium Risk,Medium Risk,5055,BLOG001,BNB016,validation,0.11279202088493205
Medium Risk,Very High Risk,703,BLOG001,BNB016,validation,0.01568601200437334
Very High Risk,Extreme Risk,1525,BLOG001,BNB016,validation,0.03402726643907446
Very High Risk,High Risk,4126,BLOG001,BNB016,validation,0.09206327955909588
Very High Risk,Low Risk,1,BLOG001,BNB016,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,512,BLOG001,BNB016,validation,0.011424236338889261
Very High Risk,Very High Risk,5155,BLOG001,BNB016,validation,0.11502331704487137
Extreme Risk,Extreme Risk,408,BLOG001,BNB017,validation,0.00910368833255238
Extreme Risk,High Risk,104,BLOG001,BNB017,validation,0.002320548006336881
Extreme Risk,Medium Risk,3,BLOG001,BNB017,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,485,BLOG001,BNB017,validation,0.010821786375705647
High Risk,Extreme Risk,200,BLOG001,BNB017,validation,0.004462592319878617
High Risk,High Risk,4410,BLOG001,BNB017,validation,0.09840016065332352
High Risk,Low Risk,695,BLOG001,BNB017,validation,0.015507508311578195
High Risk,Medium Risk,3571,BLOG001,BNB017,validation,0.07967958587143271
High Risk,Very High Risk,1418,BLOG001,BNB017,validation,0.031639779547939395
Low Risk,Extreme Risk,28,BLOG001,BNB017,validation,0.0006247629247830064
Low Risk,High Risk,1084,BLOG001,BNB017,validation,0.024187250373742107
Low Risk,Low Risk,5608,BLOG001,BNB017,validation,0.12513108864939643
Low Risk,Medium Risk,4273,BLOG001,BNB017,validation,0.09534328491420667
Low Risk,Very High Risk,297,BLOG001,BNB017,validation,0.006626949595019747
Medium Risk,Extreme Risk,88,BLOG001,BNB017,validation,0.001963540620746592
Medium Risk,High Risk,2385,BLOG001,BNB017,validation,0.053216413414552514
Medium Risk,Low Risk,2651,BLOG001,BNB017,validation,0.059151661199991074
Medium Risk,Medium Risk,5084,BLOG001,BNB017,validation,0.11343909677131446
Medium Risk,Very High Risk,706,BLOG001,BNB017,validation,0.01575295088917152
Very High Risk,Extreme Risk,1517,BLOG001,BNB017,validation,0.033848762746279314
Very High Risk,High Risk,4108,BLOG001,BNB017,validation,0.0916616462503068
Very High Risk,Low Risk,1,BLOG001,BNB017,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,531,BLOG001,BNB017,validation,0.01184818260927773
Very High Risk,Very High Risk,5162,BLOG001,BNB017,validation,0.11517950777606711
Extreme Risk,Extreme Risk,408,BLOG001,BNB018,validation,0.00910368833255238
Extreme Risk,High Risk,104,BLOG001,BNB018,validation,0.002320548006336881
Extreme Risk,Medium Risk,3,BLOG001,BNB018,validation,6.693888479817926e-05
Extreme Risk,Very High Risk,485,BLOG001,BNB018,validation,0.010821786375705647
High Risk,Extreme Risk,200,BLOG001,BNB018,validation,0.004462592319878617
High Risk,High Risk,4410,BLOG001,BNB018,validation,0.09840016065332352
High Risk,Low Risk,695,BLOG001,BNB018,validation,0.015507508311578195
High Risk,Medium Risk,3571,BLOG001,BNB018,validation,0.07967958587143271
High Risk,Very High Risk,1418,BLOG001,BNB018,validation,0.031639779547939395
Low Risk,Extreme Risk,28,BLOG001,BNB018,validation,0.0006247629247830064
Low Risk,High Risk,1084,BLOG001,BNB018,validation,0.024187250373742107
Low Risk,Low Risk,5608,BLOG001,BNB018,validation,0.12513108864939643
Low Risk,Medium Risk,4273,BLOG001,BNB018,validation,0.09534328491420667
Low Risk,Very High Risk,297,BLOG001,BNB018,validation,0.006626949595019747
Medium Risk,Extreme Risk,88,BLOG001,BNB018,validation,0.001963540620746592
Medium Risk,High Risk,2385,BLOG001,BNB018,validation,0.053216413414552514
Medium Risk,Low Risk,2651,BLOG001,BNB018,validation,0.059151661199991074
Medium Risk,Medium Risk,5084,BLOG001,BNB018,validation,0.11343909677131446
Medium Risk,Very High Risk,706,BLOG001,BNB018,validation,0.01575295088917152
Very High Risk,Extreme Risk,1517,BLOG001,BNB018,validation,0.033848762746279314
Very High Risk,High Risk,4108,BLOG001,BNB018,validation,0.0916616462503068
Very High Risk,Low Risk,1,BLOG001,BNB018,validation,2.2312961599393088e-05
Very High Risk,Medium Risk,531,BLOG001,BNB018,validation,0.01184818260927773
Very High Risk,Very High Risk,5162,BLOG001,BNB018,validation,0.11517950777606711
Extreme Risk,Extreme Risk,504,BLOG001,CAT001,validation,0.011245732646094115
Extreme Risk,High Risk,66,BLOG001,CAT001,validation,0.0014726554655599437
Extreme Risk,Very High Risk,430,BLOG001,CAT001,validation,0.009594573487739028
High Risk,Extreme Risk,137,BLOG001,CAT001,validation,0.003056875739116853
High Risk,High Risk,5419,BLOG001,CAT001,validation,0.12091393890711113
High Risk,Low Risk,271,BLOG001,CAT001,validation,0.006046812593435527
High Risk,Medium Risk,3261,BLOG001,CAT001,validation,0.07276256777562086
High Risk,Very High Risk,1206,BLOG001,CAT001,validation,0.026909431688868064
Low Risk,Extreme Risk,23,BLOG001,CAT001,validation,0.000513198116786041
Low Risk,High Risk,1041,BLOG001,CAT001,validation,0.023227793024968205
Low Risk,Low Risk,5377,BLOG001,CAT001,validation,0.11997679451993663
Low Risk,Medium Risk,4570,BLOG001,CAT001,validation,0.1019702345092264
Low Risk,Very High Risk,279,BLOG001,CAT001,validation,0.006225316286230672
Medium Risk,Extreme Risk,57,BLOG001,CAT001,validation,0.001271838811165406
Medium Risk,High Risk,1492,BLOG001,CAT001,validation,0.03329093870629449
Medium Risk,Low Risk,3315,BLOG001,CAT001,validation,0.07396746770198809
Medium Risk,Medium Risk,5594,BLOG001,CAT001,validation,0.12481870718700493
Medium Risk,Very High Risk,456,BLOG001,CAT001,validation,0.010174710489323249
Very High Risk,Extreme Risk,1520,BLOG001,CAT001,validation,0.033915701631077495
Very High Risk,High Risk,4083,BLOG001,CAT001,validation,0.09110382221032197
Very High Risk,Medium Risk,20,BLOG001,CAT001,validation,0.00044625923198786177
Very High Risk,Very High Risk,5696,BLOG001,CAT001,validation,0.12709462927014303
Extreme Risk,Extreme Risk,500,BLOG001,CAT002,validation,0.011156480799696543
Extreme Risk,High Risk,67,BLOG001,CAT002,validation,0.001494968427159337
Extreme Risk,Very High Risk,433,BLOG001,CAT002,validation,0.009661512372537207
High Risk,Extreme Risk,135,BLOG001,CAT002,validation,0.003012249815918067
High Risk,High Risk,5144,BLOG001,CAT002,validation,0.11477787446727804
High Risk,Low Risk,264,BLOG001,CAT002,validation,0.005890621862239775
High Risk,Medium Risk,3464,BLOG001,CAT002,validation,0.07729209898029765
High Risk,Very High Risk,1287,BLOG001,CAT002,validation,0.028716781578418903
Low Risk,Extreme Risk,23,BLOG001,CAT002,validation,0.000513198116786041
Low Risk,High Risk,1058,BLOG001,CAT002,validation,0.023607113372157887
Low Risk,Low Risk,5637,BLOG001,CAT002,validation,0.12577816453577884
Low Risk,Medium Risk,4290,BLOG001,CAT002,validation,0.09572260526139635
Low Risk,Very High Risk,282,BLOG001,CAT002,validation,0.006292255171028851
Medium Risk,Extreme Risk,64,BLOG001,CAT002,validation,0.0014280295423611577
Medium Risk,High Risk,1657,BLOG001,CAT002,validation,0.03697257737019435
Medium Risk,Low Risk,3062,BLOG001,CAT002,validation,0.06832228841734163
Medium Risk,Medium Risk,5650,BLOG001,CAT002,validation,0.12606823303657094
Medium Risk,Very High Risk,481,BLOG001,CAT002,validation,0.010732534529308075
Very High Risk,Extreme Risk,1519,BLOG001,CAT002,validation,0.0338933886694781
Very High Risk,High Risk,4175,BLOG001,CAT002,validation,0.09315661467746614
Very High Risk,Medium Risk,41,BLOG001,CAT002,validation,0.0009148314255751166
Very High Risk,Very High Risk,5584,BLOG001,CAT002,validation,0.124595577571011
Extreme Risk,Extreme Risk,501,BLOG001,CAT003,validation,0.011178793761295937
Extreme Risk,High Risk,63,BLOG001,CAT003,validation,0.0014057165807617644
Extreme Risk,Very High Risk,436,BLOG001,CAT003,validation,0.009728451257335386
High Risk,Extreme Risk,132,BLOG001,CAT003,validation,0.0029453109311198874
High Risk,High Risk,5397,BLOG001,CAT003,validation,0.1204230537519245
High Risk,Low Risk,274,BLOG001,CAT003,validation,0.006113751478233706
High Risk,Medium Risk,3285,BLOG001,CAT003,validation,0.0732980788540063
High Risk,Very High Risk,1206,BLOG001,CAT003,validation,0.026909431688868064
Low Risk,Extreme Risk,23,BLOG001,CAT003,validation,0.000513198116786041
Low Risk,High Risk,1050,BLOG001,CAT003,validation,0.023428609679362743
Low Risk,Low Risk,5480,BLOG001,CAT003,validation,0.12227502956467412
Low Risk,Medium Risk,4470,BLOG001,CAT003,validation,0.0997389383492871
Low Risk,Very High Risk,267,BLOG001,CAT003,validation,0.005957560747037955
Medium Risk,Extreme Risk,60,BLOG001,CAT003,validation,0.0013387776959635854
Medium Risk,High Risk,1518,BLOG001,CAT003,validation,0.03387107570787871
Medium Risk,Low Risk,3209,BLOG001,CAT003,validation,0.07160229377245242
Medium Risk,Medium Risk,5676,BLOG001,CAT003,validation,0.12664837003815516
Medium Risk,Very High Risk,451,BLOG001,CAT003,validation,0.010063145681326283
Very High Risk,Extreme Risk,1525,BLOG001,CAT003,validation,0.03402726643907446
Very High Risk,High Risk,4073,BLOG001,CAT003,validation,0.09088069259432804
Very High Risk,Medium Risk,14,BLOG001,CAT003,validation,0.0003123814623915032
Very High Risk,Very High Risk,5707,BLOG001,CAT003,validation,0.12734007184773635
Extreme Risk,Extreme Risk,498,BLOG001,CAT004,validation,0.011111854876497757
Extreme Risk,High Risk,65,BLOG001,CAT004,validation,0.0014503425039605507
Extreme Risk,Very High Risk,437,BLOG001,CAT004,validation,0.009750764218934779
High Risk,Extreme Risk,132,BLOG001,CAT004,validation,0.0029453109311198874
High Risk,High Risk,5398,BLOG001,CAT004,validation,0.12044536671352389
High Risk,Low Risk,288,BLOG001,CAT004,validation,0.006426132940625209
High Risk,Medium Risk,3269,BLOG001,CAT004,validation,0.072941071468416
High Risk,Very High Risk,1207,BLOG001,CAT004,validation,0.026931744650467458
Low Risk,Extreme Risk,23,BLOG001,CAT004,validation,0.000513198116786041
Low Risk,High Risk,1060,BLOG001,CAT004,validation,0.02365173929535667
Low Risk,Low Risk,5464,BLOG001,CAT004,validation,0.12191802217908383
Low Risk,Medium Risk,4478,BLOG001,CAT004,validation,0.09991744204208225
Low Risk,Very High Risk,265,BLOG001,CAT004,validation,0.005912934823839168
Medium Risk,Extreme Risk,59,BLOG001,CAT004,validation,0.0013164647343641921
Medium Risk,High Risk,1505,BLOG001,CAT004,validation,0.033581007207086594
Medium Risk,Low Risk,3211,BLOG001,CAT004,validation,0.0716469196956512
Medium Risk,Medium Risk,5688,BLOG001,CAT004,validation,0.12691612557734788
Medium Risk,Very High Risk,451,BLOG001,CAT004,validation,0.010063145681326283
Very High Risk,Extreme Risk,1529,BLOG001,CAT004,validation,0.03411651828547203
Very High Risk,High Risk,4073,BLOG001,CAT004,validation,0.09088069259432804
Very High Risk,Medium Risk,10,BLOG001,CAT004,validation,0.00022312961599393088
Very High Risk,Very High Risk,5707,BLOG001,CAT004,validation,0.12734007184773635
Extreme Risk,Extreme Risk,519,BLOG001,EASTACK001,validation,0.011580427070085013
Extreme Risk,High Risk,14,BLOG001,EASTACK001,validation,0.0003123814623915032
Extreme Risk,Very High Risk,467,BLOG001,EASTACK001,validation,0.010420153066916573
High Risk,Extreme Risk,79,BLOG001,EASTACK001,validation,0.0017627239663520538
High Risk,High Risk,5305,BLOG001,EASTACK001,validation,0.11837026128478033
High Risk,Low Risk,76,BLOG001,EASTACK001,validation,0.0016957850815538745
High Risk,Medium Risk,3505,BLOG001,EASTACK001,validation,0.07820693040587277
High Risk,Very High Risk,1329,BLOG001,EASTACK001,validation,0.029653925965593412
Low Risk,Extreme Risk,11,BLOG001,EASTACK001,validation,0.000245442577593324
