model_id,model_family,model_name,dataset_type,feature_count,features,train_auc,validation_auc,validation_ks,validation_log_loss,validation_brier_score,auc_gap,selection_score,model_artifact_path,model_artifact_available,interpretability_type,governance_flag,reference_model_role
BNB012,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534631585914356,0.8587092225706088,0.5679179480298723,0.5831809737385419,0.13218423268815802,-0.0052460639791731545,0.7139033145492824,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB012.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB013,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534698471592902,0.8587134991568914,0.5678222862897851,0.33946319593348245,0.07507940926486091,-0.00524365199760124,0.8263977476530202,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB013.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB014,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534698471592902,0.8587134991568914,0.5678222862897851,0.582976844280006,0.13213702639073033,-0.00524365199760124,0.7139282954647898,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB014.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB015,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534804739652602,0.8587268943489348,0.5677284403070025,0.3392129144889752,0.07503884137569573,-0.0052464203836746215,0.8264380992257331,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB015.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB016,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.8534804739652602,0.8587268943489348,0.5677284403070025,0.5823626842693899,0.13199496434483404,-0.0052464203836746215,0.7141470984092855,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB016.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB017,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.853507332105514,0.8587562172366305,0.5678222862897851,0.3387978121239509,0.07497097393933332,-0.005248885131116543,0.8267501408873033,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB017.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
BNB018,naive_bayes,BernoulliNB binned one-hot,binned_ohe,44,"MonthlyIncome_missing_flag_bin, DebtRatio_high_flag_bin, NumberOfDependents_missing_flag_bin, RevolvingUtilization_final_bin_0-5%, RevolvingUtilization_final_bin_100%+, RevolvingUtilization_final_bin_15-30%, RevolvingUtilization_final_bin_30-50%, RevolvingUtilization_final_bin_5-15%, RevolvingUtilization_final_bin_50-75%, RevolvingUtilization_final_bin_75-100%, RevolvingUtilization_final_bin_=0, age_final_bin_v2_21-39, age_final_bin_v2_40-49, age_final_bin_v2_50-59, age_final_bin_v2_60-69, age_final_bin_v2_70+, MonthlyIncome_final_bin_0-5000, MonthlyIncome_final_bin_10000+, MonthlyIncome_final_bin_5000-10000, DebtRatio_explicit_bin_0-0.20, DebtRatio_explicit_bin_0.20-0.40, DebtRatio_explicit_bin_0.40-0.60, DebtRatio_explicit_bin_0.60-1.00, DebtRatio_explicit_bin_1.00-2.00, DebtRatio_explicit_bin_2.00+, NumberOfDependents_final_bin_0, NumberOfDependents_final_bin_1, NumberOfDependents_final_bin_2, NumberOfDependents_final_bin_3+, RealEstateLoans_final_bin_0, RealEstateLoans_final_bin_1-2, RealEstateLoans_final_bin_3+, NumberOfTime30-59DaysPastDueNotWorse_final_bin_0, NumberOfTime30-59DaysPastDueNotWorse_final_bin_1, NumberOfTime30-59DaysPastDueNotWorse_final_bin_2, NumberOfTime30-59DaysPastDueNotWorse_final_bin_3+, NumberOfTime60-89DaysPastDueNotWorse_final_bin_0, NumberOfTime60-89DaysPastDueNotWorse_final_bin_1, NumberOfTime60-89DaysPastDueNotWorse_final_bin_2, NumberOfTime60-89DaysPastDueNotWorse_final_bin_3+, NumberOfTimes90DaysLate_final_bin_0, NumberOfTimes90DaysLate_final_bin_1, NumberOfTimes90DaysLate_final_bin_2, NumberOfTimes90DaysLate_final_bin_3+",0.853507332105514,0.8587562172366305,0.5678222862897851,0.5813333270831116,0.1317567674636969,-0.005248885131116543,0.7147597393113941,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/BNB018.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB001,naive_bayes,WOE GaussianNB baseline,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479575551032733,0.8522612772505153,0.5640505999954989,0.8173821074723937,0.09283507991876272,-0.004303722147241951,0.6888732007840487,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB001.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB002,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479575565662146,0.8522612772505153,0.5640505999954989,0.8173821168327582,0.09283508022584269,-0.004303720684300627,0.6888732021706025,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB002.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB003,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479575565662146,0.8522612772505153,0.5640505999954989,0.8173821167530375,0.09283508022307622,-0.004303720684300627,0.6888732021972378,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB003.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB004,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479575551032733,0.8522612772505153,0.5640505999954989,0.817382115939336,0.09283508019541134,-0.004303722147241951,0.6888731979661714,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB004.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB005,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479575551032733,0.8522612772505153,0.5640505999954989,0.8173821074723937,0.09283507991876272,-0.004303722147241951,0.6888732007840487,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB005.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB006,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479575551032733,0.8522612772505153,0.5640505999954989,0.8173820212204657,0.09283507715228174,-0.004303722147241951,0.6888732294563965,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB006.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB007,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479581044377503,0.852261747117537,0.5640505999954989,0.8173811316160339,0.0928350494879978,-0.004303642679786668,0.6888747763764942,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB007.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB008,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479601328059327,0.8522632841401675,0.5640266845604771,0.8173724416908079,0.09283477289771305,-0.004303151334234756,0.6888610981248725,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB008.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB009,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8479872308685681,0.8522961270486022,0.5640266845604771,0.8172826473300456,0.0928320122072513,-0.004308896180034161,0.6889435898230388,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB009.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB010,naive_bayes,WOE GaussianNB var_smoothing,woe,12,"RevolvingUtilization_final_bin_woe, age_final_bin_v2_woe, MonthlyIncome_final_bin_woe, MonthlyIncome_missing_flag_bin_woe, DebtRatio_high_flag_bin_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_final_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, NumberOfTimes90DaysLate_final_bin_woe",0.8482256500778119,0.85254792002532,0.5640745154305207,0.8164240898970668,0.09280487000512805,-0.004322269947508062,0.6897700498577294,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB010.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB011,naive_bayes,WOE GaussianNB top_3_permutation_features,woe_pruned,3,"NumberOfTimes90DaysLate_final_bin_woe, RevolvingUtilization_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe",0.8398537202310344,0.8460581804318352,0.5496786181245932,0.5598474233750188,0.0793698312352022,-0.006204460200800788,0.7562904874546061,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB011.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB012,naive_bayes,WOE GaussianNB top_5_permutation_features,woe_pruned,5,"NumberOfTimes90DaysLate_final_bin_woe, RevolvingUtilization_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, age_final_bin_v2_woe",0.8510092083351106,0.8548372714321918,0.5689644215257645,0.8091953426208764,0.09280193458077161,-0.003828063097081169,0.7109643628046594,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB012.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB013,naive_bayes,WOE GaussianNB top_8_permutation_features,woe_pruned,8,"NumberOfTimes90DaysLate_final_bin_woe, RevolvingUtilization_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, age_final_bin_v2_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe",0.8517245734890315,0.8554616848848446,0.5740493781819653,0.8120364355322364,0.0925648152346307,-0.0037371113958131197,0.712904266055725,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB013.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
WGNB014,naive_bayes,WOE GaussianNB top_10_permutation_features,woe_pruned,10,"NumberOfTimes90DaysLate_final_bin_woe, RevolvingUtilization_final_bin_woe, NumberOfTime30-59DaysPastDueNotWorse_final_bin_woe, NumberOfTime60-89DaysPastDueNotWorse_final_bin_woe, age_final_bin_v2_woe, DebtRatio_explicit_bin_woe, NumberOfDependents_missing_flag_bin_woe, RealEstateLoans_final_bin_woe, MonthlyIncome_final_bin_woe, NumberOfDependents_final_bin_woe",0.8507533903643855,0.855342370516714,0.5741329508010524,0.8140416568432034,0.09256103280984629,-0.004588980152328559,0.7071527796414203,/Users/sumanchattopadhyay/Documents/Documents - Suman’s MacBook Air/Projects/credit-risk-mlops-lab/outputs_src/models/WGNB014.joblib,True,class_probability_review,acceptable_with_supporting_diagnostics,
